review,stars,sentiment
"el amiibo llego impecable, pero promocionan la versión americana y te envían la versión japonesa, un punto en contra para los coleccionistas, aparte es engañar al cliente, muy mal!",2,0
"el titulo del priducto dice que es la version incluso la foto pone el amiibo americano, pero me llego la version japonesa, sinceramente no lo recomiendo",1,0
"el empaque se daño en el transporte mal empaque mal envio, esta vez me decepcionaron de mala manera. pongas mas atencion",1,0
"estoy medio satisfecho con el producto, ya que en la información dice que es nuevo pero al llegar la consola la caja no traía ningún tipo de sello de seguridad lo cual pone en duda si en verdad es nuevo, la consola en si se ve nueva y en casi perfecto estado, si no te importa esto de los sellos estaría bien comprarlo de lo contrario, no lo recomiendo comprar, si yo hubiera sabido del tema de los sellos no hubiera comprado aquí y hubiera comprado en una tienda física dónde lo viera sellado y con la seguridad al 100% de que es nuevo.",2,0
"tengo windows 10 y no logró que funione, ya busque infinidad de drivers en internet y ninguno funciona. con uno que si dejó instalar solo sale como xxx-display pero no lo reconoce como monitor adicional.",1,0
dejo de funcionar muy rapido,1,0
"pues por el precio pienso que esta bien. pero al conectarlo a la luz hace un ruido muy tenue pero si estas en un lugar muy callado es perceptible.también sucede algo muy curioso que cuando estoy cargándolo no me puedo conectar a internet o enlazarlo con el wii u, algo que para mi es muy frustrante ya que uso el 3ds como control adicional en las retas de smash.",2,0
"el producto nunca quiere funcionar. probado con múltiples cables y es una 1/10 de probabilidad de que haya alguna imagen del teléfono. cuando funciona (que casi nunca), la imagen está bien y funciona para lo que la necesito. sin embargo, es demasiado poco confiable. lo hizo a través de un juego de patriot transmitido y algunas sesiones de juegos de emulación, pero es extremadamente inestable y sensible. podría ser una unidad defectuosa... pero imagino que no es confiable.",1,0
"por favor, no compre este producto a menos que desee una consola de interruptor quemada.. después de dos horas de sistema de juego se sobrecalienta mientras utiliza este y la fuente de alimentación original. lo usé dos veces la primera vez fue para ver si incluso funciona tan probado durante unos 10 minutos. la segunda vez que lo usé un poco más de dos horas y mi sistema se volvió negro diciendo que el sistema se sobrecalentó y activó el modo de suspensión para el tiempo de reutilización, y sí, el sistema estaba extremadamente caliente. compré esto porque, como la mayoría de la gente, odio sacar mi muelle o es demasiado grande para ser portátil. así que encontré esto volvería, pero 30 días han pasado por lo que no aceptarán devoluciones, por favor, no compre.",1,0
"es un buen producto, pero no lo que pensé que sería. yo sugeriría que pensara, pero no para mí.",2,0
"trabajó durante unos 2 segundos, luego fue intermitente y luego se detuvo por completo en 10 segundos.",1,0
"no funcionó bien, malgasté mi dinero. algunos de los botones no funcionaban cuando estaba conectado.",1,0
"funcionó muy bien, pero antes de que cayeran en pedazos.el extremo usb en ambos cables.cayó en pedazos en mi mano mientras trataba de quitar del enchufe.peligroso en mi opinión",2,0
"los enchufes no encajan en mi nintendo sp correctamente, no encajan en todo el camino en el zócalo y luego se caen.",1,0
no se ajusta a la ranura del cargador nintendo ds.,1,0
el cable de carga no encaja o se conecta para mantenerlo cargando. sólo una especie de menudeando en el enchufe. buscara un modelo diferente.,1,0
"por lo general, las cosas de moko están en punto. ¿qué pasa con estas pieles de silicona que nadie puede hacer bien? estos no encajan correctamente. siempre son una fracción a grande y se deslizan ligeramente cuando están en uso.se siente como si te secas podría encogerse a sí mismo, pero eso es probable que sea una ilusión.quiero que uno de esos se ajuste.",2,0
la parte superior de silicona no se ajusta perfectamente.,1,0
"compre 2 y los dos ahora ya estan amolados. y si, los cuido mucho.empezó todo muy bien, tiene buen agarre y forma, pero.. al sofware se le olvida la configuracion super seguido, es un problema eso.. esta bastante mal hecha la interfaz, y despues de casi un año de uso, el boton principal comenzó a dar doble clicks asi a lo tonto.. ya se volvio bastante incomodo y tendré que cambiar de mouse.. no lo volvería a comprar.. lástima xq siempre tuve logitech y me duraban años pero este no. y no no soy gamer ni le doy clicks a lo loco.. update: compre un segundo por las mismas fechas y ahora tambien esta dando dobles clicks.. pesimo!",1,0
"la calidad, precio y diseño de lujo encantado del producto, pero detalles con el cable tipo usb que tiene como función de encender los leds del aricular en cor azul, no es funcional, es muy corto para conectarlo a tu consola (xbox one s y importante logista al vender y enviar el producto (amazon y proveedor) , yo lo adquirí cuando había en stock pero al gestionar con atención a clientes a mazon y directamente con proveedor externo me indicaron que no llegaba el producto porque no se tenía en stock, por fin cuando ya se tenía en stock el pedido tardó 3 días mas para llegar.muy decepcionado con estos puntos.",1,0
"leí muchos comentarios positivos respecto a este artículo y me informé bastante antes de comprar, pese a la poca información que había y viendo reviews me decidi a darle una nueva oportunidad a esta marca nefasta que ya me había vendido dos de mis primeros mouses gamer (ambos dejaron de servir en menos de un año) y me dije, ""démosle otra oportunidad, si duran un año con ese precio valen la pena totalmente"". una imagen vale más que mil palabras menos de dos semanas de uso y soy bastante cuidadosa con mis cosas... completamente destruídos. no sé si siquiera valga la pena devolver el producto o si eso es posible...",1,0
"empezare diciendo que amo la marca, pero me parece increíble que estos audífonos me duraran solo 2 meses, literalmente tuve que ponerle pegamento para que volvieran a estar unidos. se que es la gama barata pero nunca pensé que fueran tan malos, soporte que el 7.1 solo estuviera descargando un programa del cual debes de hacer maravillas para encontrarlo, soporte que me dolieran las orejas pero esto ya es increíble.adiós razer tus productos apestan.posdata: mi mouse razer naga ya esta fallando, con poco tiempo de comprarlo :)",1,0
"éste fue el producto que me llegó al pedir mis razer kraken x.lo primero que notamos es las pequeñas diferencias del diseño que se prometen en las imagenes demostrativaslo segundo es que la marca es diferentelo tercero es que la calidad obviamente es inferiorlo cuarto es que lo compré en una oferta especial de hotsales (que yá caducó) y no me quieren hacer el cambio. quieren devolverme mi dinero perdiendo la posibilidad de obtener los audifonos a precio especial.""amazon choice"" me aseguraba una compra segura y de calidad que no pasó.el vendedor ""amazon us"" me aseguraba profesionalismo en mi compra. no pasó.pésima experiencia. ningúna solución satisfactoria",1,0
"el ratón es visualmente bonito, el rgb configurable ofrece varios efectos, para mi no es tan cómodo, a veces tengo problema con el puntero para dar click a los elementos, probé con diferentes niveles de dpi, tengo un cooler master de hace 3 años y lo siento mas cómodo.lamentablemente a los pocos días de uso comenzó a fallar, cuando iniciaba el sistema no se movía el puntero, probé en otros puertos y pasaba lo mismo, hice la prueba con mi ratón anterior y sin problema alguno. la devolución ya fue hecha, agradezco a amazon la resolución del problema.",1,0
"los compre en octubre de 2018, y escribo esto en julio 2019, ha dejado de funcionar el dongle o tarjeta de audio usb incluida, (la cual es la única manera de usar el sonido 7.1), ademas de que cuando mi pc lo reconoce solo lo lee como ""conexant usb audio"" y no lo reconoce la aplicación de logitech, ademas el cable ""para pc"" que contiene un control de volumen analógico también ha dejado de funcionar, al mover la rueda hace falso contacto y solo se escucha en el lado derecho, y por consecuencia de que mi pc no reconoce mas los audífonos, el micrófono ""premium"" ha quedado inservible, la única manera en que puedo utilizar los audífonos es con el cable ""para consola o celular"", el cual tiene un micrófono muy sencillo y de baja calidad.",2,0
"primero que nada escribire el analisis en dos partes, las cosas que me gustaron y las cosas por la cuales solicite una devolucion en amazon.pro1. diseno bonito.2. muy comodas.3. muy buena presentacion y materiales de contruccion.4. buen microfono.5. llena de accesorios y posibilidades.contras1. el sonido 7.1 es un chiste en calidad como tal.2. el sonido de los graves es simplemente malo.3. el volumen maximo en nintendo switch o moviles no me convencio por el tema de grave y potencia.4. costo alto por una calidad basica en sonido.5. uso obligatoriao de aplicacion para de 7.1 en pc por que es simulado.escribo esto por que mucha gente espera encontrar una experencia premium por este costo lo cual es complicado de obtener, sin embargo compre esta diadema que se vende en amazon con un sonido estereo expectacular por un costo hasta un poco mas bajo.corsair hs50 biauricular diadema negrohttps://www.amazon.com.mx/corsair-biauricular-diadema-auricular-micr%c3%b3fono/dp/b0764mrm34/ref=sr_1_1?__mk_es_mx=%c3%85m%c3%85%c5%bd%c3%95%c3%91&crid=yvgg6g3io3pl&keywords=corsario+hs50&qid=1574176776&sprefix=corsar%2caps%2c178&sr=8-1",2,0
"la verdad es que éstos headsets de logitech tienen un diseño bueno, son bonitos sin llegar a más, pero la calidad de sonido aunque no es mala, tampoco es tan buena, sobretodo teniendo en cuenta el precio, que si lo comparamos con la competencia, existen otras marcas que tienen mejor relación calidad-precio, como por ejemplo los hyperx cloud 2!los hubiera regresado y cambiado por otros, como los ya mencionados hyperx cloud 2, pero en ese momento de verdad ya necesitaba usar headsets para las partidas!tiempo después conseguí los logitech g935 (headsets inalámbricos), aquí mismo en amazon, tan solo $600 pesos mexicanos (aprox 25.5 us dollars) más caros que estos, los logitech g433, pero la diferencia de calidad es enorme, obviamente en favor de los logitech g935!muy decepcionado con el producto, sobretodo tratándose de logitech g, que es de lo mejor del mercado para gaming, pero tratándose de este producto en específico (headset logitech g433), la verdad no los recomiendo! >:v!",2,0
"después de recibirlos y pasar más de 15 minutos instalando programas, drivers y ajustando la configuración de windows, pude escuchar los audífonos más muffleados que he probado. jugue con el ecualizador, desactive el boost de base y estuve probando con las diferentes configuraciones, pero nada mejoro el sonido, el cual seguía pareciendo emitirse a través de una almohada de reducción de eco. eso no incluye los problemas que da el configurar discord/aplicaciones de chat con el. estoy en proceso de devolución, no pierdan su tiempo con este producto.",1,0
"seré conciso con los pros y cons que encontré al usarlos durante un mes:pros:- bastante cómodos y ergonómicos- la tecnología de enfriamiento alrededor de la oreja es bastante buena- el software de ryzer es bueno, y cuenta con su propio ecualizador, lo que los hace muy versátiles- tiene un rango de frecuencias de bajos increíble. para escuchar música son muy recomendablescons:- la tecnología thx deja demasiado que desear. solo puedo destacar las frecuencias graves, dado que el headset tiene demasiados medios, que ni con el ecualizador de razer synapse se logra correjir.- la más importante: no son aptos para juegos de battle royale, donde lo más importante es el audio. jugando cod: warzone es imposible identificar dónde se encuentran los enemigos.consideraría que la publicidad de estos audífonos es engañosa, dado que no cumplen su principal característica: la inmersión en el juego. por lo que definitivamente no los recomiendo. (no por nada están en descuento todo el tiempo).",2,0
"los materiales de construcción en general son buenos, no sientes en ningún momento que sean endebles, el problema viene cuando los conectas (en mi caso a una laptop gamer) la calidad de sonido con la tarjeta de sonido thx es horrible, se escucha como una plasta de sonidos es imposible reconocer de dónde viene el enemigo (lo probé con warzon) porque te avienta una plasta de sonidos que parecieran venir de la misma dirección. si le pongo dos estrellas es porque sin la tarjeta de sonido tienen un sonido decente eso sí los bajos no existen, tengo una skull candy hesh 2 que se escuchan infinitamente mejor en el juego. el micrófono cumple con su función no hay nada que criticar pero tampoco nada que destacar.",2,0
"mala calidad y no es para un xiaomi red mi 9 como dice la publicación,queda muy grande y es un artículo muy endeble.",1,0
"la verdad no sé si fue algo particular de mi unidad, pero el audio en el lado izquierdo de los audífonos desapareció al cabo de una semana de uso, cabe mencionar que solo los utilicé 4 veces en ese lapso de tiempo, el aislamiento del micrófono es nulo y la calidad de audio deja bastante que desear en cuanto a agudos y medios, de bajos están muy sobre expuesto ( comprensible al ser audífonos con énfasis en el gaming ). las almohadillas en las orejeras son muy incómodas y dolorosas al cabo de una hora o dos. yo no compraría este artículo a menos que fuera como último recurso, mi experiencia con el envío fue muy mala y con los audífonos fue aún peor.",1,0
"no me gustó para nada yo los ocupo para jugar en mi ps4 los estuve esperando por más de 2 meses y medio y me llegaron y parece que llegaron defectuosos porque no se escucha bien casi no se escucha nada, parece como si fueran de mercado los conecte a mi control y nadamas se escucha de un lado no me parece justo que haya esperado tanto para un producto y que me llegue así con fallas o no se si así se escuchen pero estoy muy molesto yo tenía las espectativas muy altas del producto",1,0
"llevo usando ya un mes estos headsets, todo comenzó de maravilla, estaban cómodos, a pesar del tamaño no pesan mucho, la luz led está bastante bien y el micrófono también. lo que causa problemas1.el cable que tiene es bastante fastidioso, se enreda demasiado al tener una cobertura de hilo (al estar cocido) eso es muy molesto el todo momento porque el cable de hace pequeño con grandes montones del cable enredados entre sí y hace que se jalen tan sólo por mover tu cabeza un poco hacia atrás.2. los audífonos no ajustan bien en la cabeza, cuando estás recto no hay problema, pero no puedes si agacharte un poco porque los audífonos se te pueden caer, escribir o dibujar con ellos será casi imposible.3.la luz led como dije, está muy bien, ilumina mucho y tiene en muchas zonas de los headsets, el único problema es que no se apagan cuando apagas la computadora, se quedan encendidos e inclusive existen headsets de menor precio con iluminación y sí se apagan al momento que se apaga el pc, eso es importante para ahorrar energía.",1,0
"lamentable que diga que funciona para iphone cuando no, dure un dia tratando de contectarlo y nada. no mas perdi el tiempo y mi dinero. no se porque dice que es compatible con ios cuando no sirve para nada, lo mas que pude hacer es que se bajara y subiera el volumen con el mando. a pesar de que lo trate de conectar con todos los modos que trae el control",1,0
"me dejé llevar por las buenas reviews. el control me llegó hoy y luego de ponerlo a cargar y jugar durante unas cuantas horas todo parecía ir de maravilla, pero justo ahora (la misma noche del dia en que llegó) lo intenté conectar a mi telefono para jugar un rato y el led del boton de encendido se quedó prendido permanentemente, no solo eso, sino que mi android no lo detecta más, y como el led está trabado me es imposible saber si está encendido o apagado, ya he presionando el boton de inicio varios segundos e intentado conectarlo una y otra vez por las pasadas dos horas y es inutil, probablemente ya se le fregó algún circuito... en fin, mejor ahorren un poco más y compren otro control.",1,0
"el headset se escucha bastante bien, he tenido un poco de problemas con el micrófono, lo compre porque trabajo en un call center y necesitaba esto para poder trabajar, he tenido inconvenientes para que me logren escuchar claramente, mencionan que se escucha mi voz muy alejada al momento de hablar. buen producto en relación a su precio, recomendado si es que lo utilizaras para videojuegos. me pareció muy pesado e incómodo para las orejas.",1,0
"traté de hacer funcionar el micrófono en diferentes dispositivos (laptops, smartphones, tablets) con diferentes sistemas operativos (windows, android, macos, ios) y en ninguno funcionó. la calidad del sonido es ""buena"" a secas, pero por el detalle anterior, no los recomiendo. ah, y otra cosa, son muy grandes.",2,0
"el material se ve resistente y es comodo de usar, pero definitivamente no es un buen lector porque difícilmente lee los códigos de barras del insrructivo para su propia configuración. imaginen un producto que no lee lo mínimo indispensable para ser configurado, eso lo vuelve una basura.",1,0
"el lector cumple su función, sin embargo, le es muy difícil leer códigos que no se encuentran en una superficie completamente lisa.",2,0
"devolvi este producto:1. no traía instructivo2. es clon el control (una copia bien hecha), el logo de playstation era mas delgado y estaba mal centrado.3. tuve que ver demasiadas reseñas de como saber si es clon u original y compararlo con mis controles originales.les recomiendo comprar productos directos de amazon (que diga vendido por amazon y enviado por amazon)...",1,0
"ojo!!!! necesitas leer esto !!!!!!!!el control que me llego si es original , lo pueden ver en la foto , pero no fue vendido por fancymx8luck de china, fue vendido por amazon méxico , desconozco el por qué amazon , está usando la misma publicación donde vendían controles originales , que era está , ahora la están usando para vender copias chinas , la calidad , el rendimiento y materiales son muy inferiores a un original , solo compren los controles vendidos por amazon méxico , ya que mayormente los vendidos en méxico vienen en español , y las copias chinas no viene en español , ellos solo copian en inglés , así que si la caja vienen en español , es muy pero muy probable que sea original , también los orginales vienen en otros idiomas como francés , que me tocó ver , pero los chinos solo usan el inglés , ustedes dirán por qué dicen en la preguntas que son orginales , hay de tres , número uno : los que responden probablemente lo compraron cuando era vendido por amazon , ahí si era original , pero no saben que ya no es vendido por amazon si no por un vendedor externo , número dos : los que lo compraron ni siquiera saben que sus controles son piratas y no saben su verdadera procedencia ni distinguir de un original a un pirata , por lo que responden que si son originales , número tres : los que responde que son orginales , probablemente son amigos del tipo que los vende ó es el mismo tipo de vende los controles y los vende como orginales",1,0
"recibí el control un mes después de la compra, el embalaje muy precario, solo una bolsa de plástico sin protección, la caja viene golpeada, rota y no tiene sello de cerrado, trae un cable que parece genérico, el control se ve mal, está mal ensamblado, y no se siente como el control original, estoy casi segura de que es una réplica, me falta probarlo con la consola, pero seguro que meto una reclamación con amazon.",1,0
"es una vil falsificación, lo notas apenas ves la caja que encima me lo entregaron en una bolsa de plástico, sin empaque externo, venia todo aplastado, la caja es notoriamente mas delgada que la de controles originales, los plásticos de empaque son de pésima calidad, ultra delgados y deforman con toda facilidad, trae un cable micro usb contradiciendo lo que el mismo empaque indica (cable usb no incluido), los originales no incluyen cable, la calidad de los rótulos de la caja, del instructivo y la del control en sí son de inferior calidad, comparándolo con uno original salta la diferencia y para terminar de confirmarlo, al sincronizarlo con mi pc vía bluethoot provoco mal funcionamiento en esta, la pc se volvió loca, cosa que no pasa con mi viejo control que si es original, un robo, allá ustedes si deciden comprar.",1,0
"no es original, tengo otros controles y éste claramente desde el empaque hasta los materiales se nota que es pirata. lo regresaré.",1,0
un control muy básico pero no muy bueno se descompuso a menos de un mes de comprarlo,2,0
"es un buen producto, pero al final del día jugar con un ratón y un teclado nunca será lo mismo en una consola en comparación con el pc el producto funcionó bien, pero para alguien que juega tanto en ps4 pro como en pc esto simplemente no es para mí. ahora bien, si usted fuera a comprar esto para un pc entonces sí el software de reasignación es bastante fácil de usar para la consola, pero no hay opción de cambiar ninguna de la disco cegadora que está en el teclado.si quieres usar un ratón y un teclado en una consola de juegos tendrás que gastar mucho más para conseguir los componentes correctos que £80",2,0
realmente ergonómico y estéticamente agradable sin embargo los controles no pueden ser reasignados como el enlace y descargar el sitio web te da no funciona. queriremos un reembolso y devolveremos el producto.,2,0
"la mitad de las llaves no se pueden unir. (t, g, z, x, v, b, ctrl, alt, tab, f1, f2, f3, f4, f5, m3, m4, m5 1,2,3,4,5,6)así que supongo que si estás jugando al bacalao está bien.",1,0
"el disco venía volando, pero no sé rayo.",2,0
"la verdad me lleve una decepción, los botones no funcionaban por largos periodos de tiempo, cuando deberían de funcionar al 100 todo el tiempo, cuando ya funcionaban aparentemente bien por un pequeño lapso, de la nada ya no funcionaba uno o dos. que pésima experiencia.",1,0
"llego otro articulo, hice la devolución y todo bien",1,0
"estaba muy decepcionado, compré esto como un regalo de navidad para mi hermano, estaba muy emocionado por ello. trató de jugar y el servidor para que ya no está funcionando y le dijo que continúe sus aventuras en ps4 sooooo sí. bastante decepcionado de que este producto todavía se vende incluso después de que ya no es jugable.",1,0
"bueno, no fue capaz de llegar al menú principal como si ni siquiera llegara a jugar porque dijo en enero de 2018 que lo firmaron a ps4 y no dijeron que lo hiciera. así que básicamente no te dice que está firmado en ps4 hasta que pones el disco en el sistema",1,0
"fallout new vegas es un juego interesante ambientado en la posguerra atómica las vegas y sus alrededores. la mayoría de las personas, criaturas y otros elementos que esperas en el universo de la lluvia están aquí. el mundo está poblado por demonios, humanos, cucarachas rad, soldados, golpeado ciudades viejas hechas de restos. la historia es bastante buena. las misiones secundarias son abundantes y tienen suficiente profundidad para que se sientan como algo más que buscar misiones. el sistema de karma bueno versus malo sigue aquí.no me gusta que hayan hecho del compañero mutante una dama esta vez. disfruté de la patada lateral mutante masculino en fallout 3 que era divertido a su manera si un poco demasiado un buen dos zapatos. en general, el juego de fallout new vegas fue un juego divertido cuando funcionó como diseñado y no es la razón por la que tomo tres estrellas fuera.al principio del juego cuando el archivo guardado no es enorme el juego se ejecuta sin mucho problema, pero a medida que el juego progresa su archivo de guardado llega a ser de unos 14 megabytes que en el mundo de hoy es pequeño. sin embargo, parece como si el enorme tamaño del archivo del juego detuviera la ps3. como resultado de la mitad del juego en usted sufre graves caídas de frecuencia de fotogramas, congelación casi continua que requiere un reinicio para restaurar la función del juego. los artefactos de vídeo abundan. el accidente de video era algo común.el problema con fallout new vegas y fallout 3 es que preguntaron demasiado de un viejo motor de juego cansado. los gráficos de fallout 3 y fallout new vegas están entre los peores en los juegos y este motor patético no pudo manejarlo. fallout new vegas pasó tanto tiempo almacenando contenido del dvd que a veces se congelaba. fallout new vegas necesitaba una mejor codificación para reducir la enorme tensión que se le imponía a su antiguo motor de juegos.fallout new vegas fue un gran juego diseñado por tontos que pidieron demasiado de la vieja tecnología guionada, implementada e implementada de la peor manera posible. si puedes tolerar un sinfín de errores desde mediados del juego y no te importa reiniciar tu sistema cada 15 minutos de juego después de una congelación de fallout new vegas es tu juego.",2,0
"lo compré y me llegó la caja del juego abierta y sin cd, ya no tengo confianza en comprarlo de nuevo, voy a tener que comprarlo en otro lado, además ya no está en promoción.",1,0
"todo perfecto en cuanto a el tiempo de entrega y le pedido llego en perfectas condiciones.despues de haber jugado la primer parte, tenia mis dudas de si una segunda parte sería buena idea. despues de ver los videos y comentarios promocionales comence a cambiar de opinion a un mmm podría ser. una de las razones por las que el primer juego sigue siendo uno de mis favoritos es la historia. en esta segunda parte quedo muy decepcionado con la manera en que arruinaron por completo la historia.me quedo con la primer parte como si la segunda nunca hubiera existido. definitivamente no recomiendo el juego :(",1,0
"no se por donde empezar, apenas termine el juego y créanme es una basura a nivel narrativo, no es el hecho de la eliminación de un gran personaje sin entrar en spoilers, es el hecho de que el juego se carga todo lo visto en el primero e incluso rompe su propio lore todo en pro de una supuesta ""inclusión"", la historia es abominable no tiene a donde ir se empeña en meterte forzadamente personajes a los cuales se supone que debes tomarles afecto pero no pasa e incluso llega el momento en el que se hace incomodo seguir jugando este bodrio, solo lo termine por lo caro que me costo pero voy a venderlo de segunda mano y mejor adquirir ghost of tsushima ese si será un juegazo.en conclusión, tiene buenos gráficos, jugabilidad igual al primero con pequeñas mejoras y una historia nefasta y olvidable. no te lo recomiendo, mejor invierte tu dinero en otra cosa o te sugiero que mires las primeras dos horas de gameplay en youtube y con base en eso te decidas a comprarlo o no",1,0
"compré dos juegos de auriculares para poder trabajar desde casa, con esto del coronavirus. para mí y para mi esposa.llegaron muy rápido, en su empaque original, cerrado. todo bien.la textura es muy buena, son agradables al tacto y se percibe buena calidad.el cable viene muy bien, protegido y con salida de 3.5 y usb. sin duda durable. muy largo, lo que permite no estar pegado a la computadora. bueno para los gamers.el sonido es muy bueno. tanto en el micrófono como en los auriculares.sin embargo, tengo dos objeciones (por lo que voy a regresarlos):1. son muy pesados. después de usarlos dos horas no aguantaba. tuve que quitármelos. me duele el cuello. mi esposa también me comentó que le duele el cuello.2. no me quedaron bien. los ajuste lo más posible, pero como tienen la almohadilla en la zona de la cabeza, me quedan apretados. tiene dos horas que dejé de usarlos y continúo con dolor de orejas y con la sensación de tener algo apretando mi cabeza.así que, si mides más de 1.85, probablemente también experimentes molestias al usarlo.",2,0
"el producto llegó con el. conector 3.5 mm roto, funcionó sólo un día y amazon no me. deja devolverlo no pedir garantía, primer problema con amazon en años",1,0
"no parece funcionar correctamente con nintendo switch. si conecto el adaptador a la estación de acoplamiento mientras la consola está apagada, encenderé las luces del adaptador. tan pronto como enciendo la consola del conmutador, las luces del adaptador desaparecen y se desconecta.",1,0
no funciona incluso después de la actualización del firmware a 1.2 en el interruptor usando windows.. su sólo reg usb 2.0 estafa,1,0
"no compre esto si desea jugar cualquier shooter fps!!!!!! en primer lugar, compré esto es el juego call of duty modern warfare. cuando llegó el embalaje estaba en inglés roto y el manual de instrucciones era demasiado difícil de entender. tuve que descargar el software para este dispositivo, que apestaba ya que tuve que jugar con él durante 45 minutos para conseguir que el software incluso reconociera el dispositivo. una vez que lo conecté, lo que era fácil de hacer, me entristece descubrir que mis auriculares no funcionaban con el control que estaba enchufado en el dispositivo, el ratón no es utilizable en ningún sentido de la manera cuando se trata de apuntar o disparar y hubo un retraso significativo en la entrada. ¡no compres! un desperdicio total de dinero.",2,0
"fue muy bueno, excepto por problemas con el ratón. usé varios ratones con varios juegos pero tuve problemas con todos ellos. idk si todos los demás tenían el mismo problema, pero cuanto más rápido moví el mouse, se volvió más lento, si moví el mouse lentamente, fue muy rápido. espero que haya una solución a ese problema",2,0
