word,sentiment,count
condiciones!,0,1
slime,0,1
formó,0,1
crear,0,1
cuentaa,0,1
juegosson,0,1
confusos,0,1
$5,0,4
disfruten,0,1
k,0,1
binoculares,0,1
experimentos,0,1
crecen,0,1
semilla,0,3
desmoronaron,0,1
comprimida,0,1
enfrentarse,0,1
llenos,0,1
gemas,0,1
estuches,0,1
autorizados,0,1
exagerando,0,2
salian,0,1
mentira!!el,0,1
cartuchos,0,1
increiblemente,0,1
meti,0,2
maña,0,1
rigido,0,1
juegorealmente,0,1
tramite,0,1
caían,0,1
patitas,0,1
chocaba,0,1
funcionómuy,0,1
igualespero,0,1
asíson,0,1
problema:,0,1
engranes,0,1
hundidos,0,1
levantan,0,1
rechina,0,1
limpiamente,0,1
interruptoren,0,1
25€,0,1
ganga,0,1
vaga,0,1
despostilló,0,1
duncan,0,1
desaparecieron,0,1
“patina”,0,1
yoyo,0,1
infantil,0,2
ummm,0,1
dificultades,0,2
absolutoella,0,1
guardamos,0,1
5cm,0,1
jugadores,0,1
venmalo,0,1
mmmmm,0,1
chicco,0,3
hicieran,0,1
10%,0,2
participantes,0,1
inconformede,0,1
calidadaproximadamente,0,1
triturarían,0,1
husillos,0,1
separaron,0,2
triturando,0,1
bastantes,0,2
manono,0,1
lg,0,1
orientaran,0,1
mìa,0,1
selecciono,0,1
hare,0,1
belly,0,1
beth,0,1
rarewaves,0,1
1mes,0,1
roto!!!,0,1
agotador,0,1
enfermera,0,1
cuenta!,0,1
jirafa,0,1
hipopótamo,0,1
$299,0,1
chiquita,0,1
vio,0,1
soltarlo,0,1
objetivos,0,1
distancias,0,1
password,0,1
please,0,1
pkngo,0,1
0000,0,1
amaban,0,1
bancos,0,2
ordenados,0,1
novedad,0,1
exhibida,0,1
canción!,0,1
grabación,0,1
encanta!,0,1
argh,0,1
hermanos,0,1
llorando,0,1
mejore,0,1
precodificados,0,1
¡fuerte!,0,1
desactiva,0,1
gusano,0,1
resplandor,0,1
tiburón,0,1
marioneta,0,1
adulto!,0,1
reproduce,0,1
acelerarla,0,1
peluches,0,1
barriga,0,2
sucias,0,1
sutil,0,1
promocionado,0,1
hazañas,0,1
armaba,0,1
regale,0,1
proporcioné,0,1
arruinaron,0,1
niñopierdes,0,1
pierdes,0,3
tiempono,0,1
escogido,0,1
reforzada,0,1
schnauzer,0,2
miniatura,0,2
hola¡!,0,1
raza,0,1
boxer,0,1
moño,0,1
reves,0,1
modificare,0,1
resortito,0,1
dara,0,1
feito,0,1
polywire,0,1
suburbios,0,1
amarillo/negras,0,1
localmentehe,0,1
polialambre,0,1
protegiendo,0,1
jardines,0,1
árboles,0,1
frutales,0,1
cachorro,0,5
tires,0,1
tapetesí,0,1
atrayente,0,2
funcionar;,0,1
capsula,0,1
contaba,0,1
"""gancho""",0,1
citillo,0,1
detesto,0,1
penetrante,0,2
vómito,0,1
tapó,0,1
bolsitas,0,3
interminable,0,1
perras,0,3
llamó,0,2
agradarle,0,1
mascota,0,7
ordenes,0,1
gatos,0,18
deduje,0,1
gustaria,0,1
gatas,0,2
encenderla,0,1
cascada,0,1
todavia,0,1
miedosa,0,1
acercar,0,1
prefiriendo,0,1
nisiquiera,0,1
miedoso,0,1
mioedoso,0,1
busques,0,1
olor;,0,1
olorlas,0,1
olfato,0,2
percibo,0,1
gatosi,0,1
utilicen,0,2
bebedero,0,4
contamina,0,1
acercará,0,1
orina,0,3
1el,0,1
aparuencia,0,1
fyerza,0,1
large,0,1
high,0,1
solito2lo,0,1
semanas3siguen,0,1
seleccion,0,1
comente,0,1
inicio4vuelvo,0,1
entravuelvo,0,1
nov,0,1
andan,0,1
asesoro,0,1
pregunte,0,1
auyentar,0,1
aplicamos,0,1
mascarilla,0,1
silbato,0,2
humanos,0,2
escuchábamos,0,1
establece,0,2
despejar,0,1
ventilar,0,1
areaal,0,1
acercaba,0,1
continuaba,0,1
mordisqueando,0,1
orinando,0,1
debia,0,1
cascara,0,1
tragaba,0,1
"30""",0,1
762,0,2
desabrochados,0,1
desmontándose,0,1
salvaje,0,1
patearme,0,1
jubilado,0,1
donaciones,0,1
incluiré,0,1
clima!,0,1
iglú,0,1
considere,0,1
ladrillos,0,1
lrg,0,2
salpica,0,1
levantarlo,0,1
pertenece,0,1
destruir,0,1
fermonas,0,1
activan,0,1
corporal,0,1
jalarse,0,1
jalor,0,1
distintos,0,2
ibushak,0,2
costal,0,1
apox,0,1
700g,0,1
reempacara,0,1
deberíamos,0,1
permaneció,0,1
larvas,0,1
croquetas,0,2
siempreno,0,1
popo,0,1
transición,0,1
pides,0,1
¿porqué,0,1
días??!,0,1
extralifela,0,1
extralifeno,0,1
probioticos,0,1
percate,0,1
contado,0,1
tontamente,0,1
alergia,0,3
rellena,0,1
arriesguen,0,1
solitar,0,1
roya,0,1
disculpas,0,2
necesitaban,0,1
aparezca,0,1
plnea,0,1
respetansolicito,0,1
diferenciapésimo,0,1
rajadura,0,1
unieron,0,1
cuidado!!!!,0,1
pulgas,0,11
pulga,0,1
seguían,0,2
talco,0,1
abundante,0,1
antipulgas,0,1
carosquizá,0,1
rascando,0,1
complemento,0,1
quitas,0,1
finalidad,0,1
guardados,0,1
primara,0,1
collares,0,2
burlan,0,1
immdissapointed,0,1
ridoff,0,1
¡¡¡¡leí,0,1
consecuencias!!!!realmente,0,1
esperaba1,0,1
usado2,0,1
“protector”,0,1
mí3,0,1
“low,0,1
noise”,0,1
escuchen,0,1
baja¡no,0,1
¡pésimo,0,1
producto!¡¡¡¡leí,0,1
consecuencias!!!!,0,1
perritas,0,1
garrapatas,0,3
desaparecerían,0,1
rascándose,0,1
notoria,0,1
comiera,0,1
sobrevive,0,1
deshilachada,0,1
ferreteria,0,1
hueca,0,1
costo/beneficio,0,1
razas,0,1
chihuahuas,0,1
ofrecí,0,1
torturaba,0,1
premiarlo,0,1
vomitar,0,2
seguírselos,0,1
compuesto,0,1
encató,0,1
requisitos,0,1
nutrición,0,1
llovio,0,1
oxidadas,0,1
jalón,0,1
adherible,0,1
contodo,0,1
mokka,0,1
4x4,0,1
cavachon,0,1
desperdiciamos,0,1
rompió!,0,1
cuesta!!,0,1
jalas,0,1
«oculta»,0,1
q',0,1
penosa,0,2
deacuerdo,0,1
transportadora,0,2
encantados,0,1
atorados,0,1
liberarlos,0,2
desarmar,0,3
tiran,0,2
acabaron,0,1
fosforescente,0,1
discretole,0,1
preciono,0,1
acortar,0,1
controla,0,1
aglutina,0,1
plasta,0,2
muchola,0,1
excesiva,0,1
regresan,0,1
alargar,0,1
comparten,0,1
orinaba,0,1
olfatear,0,1
cabina,0,1
frugalmente,0,1
díasok,0,1
$16!!,0,1
tomadas,0,1
25cms,0,1
444,0,1
381,0,1
lograr,0,3
pelitos,0,1
cogí,0,1
«salsa,0,1
delicada»,0,1
cremosa,0,1
alfredo,0,1
moquea,0,1
fan!,0,1
territorio,0,2
específica,0,5
rien,0,1
ahuyentó,0,1
hablemos,0,1
blanqueamiento,0,1
dental,0,1
cucharadita,0,2
cucharas,0,3
medidoras,0,1
repostería,0,1
aceptó,0,2
"""nueva""",0,1
"""baba""",0,1
eliminaba,0,1
tóxicas,0,1
minino,0,1
mismo;,0,1
efectos,0,1
secundarios,0,1
negativos,0,1
bucal,0,1
enfermos,0,1
$180,0,1
inaccesible,0,1
pesimos,0,1
carbón,0,1
mandarles,0,1
perra,0,1
terraza,0,1
acuesta,0,1
jajaja,0,1
complicadamentepedí,0,1
2;,0,1
1ero,0,1
estirando,0,1
tornillería,0,1
#360el,0,1
2do,0,1
armarlo!!!,0,1
puede!,0,1
alcanza!,0,1
embonados,0,1
ensamblando,0,1
“x”,0,2
aquello,0,1
ayuda!!!,0,1
#169,0,1
regresar!!!,0,1
espumita,0,1
abriga,0,1
morado,0,4
ajusté,0,1
reclamé,0,1
"""broche""",0,1
gatita,0,1
deshilachado,0,3
frota,0,1
brazos,0,6
dilema,0,1
definitivo:,0,1
«cabeza,0,1
aérea»,0,1
escabullirse,0,1
miramos,0,1
localizarlo,0,1
escondido,0,2
aterrorizado,0,1
aprendería,0,1
atábamos,0,1
escapando,0,2
ajustamos,0,1
lápiz,0,5
entré,0,1
rodando,0,1
hierba,0,2
actuando,0,1
orgulloso,0,1
cometido,0,1
reajusté,0,1
aflojándolo,0,1
escapaba,0,1
únicas,0,1
secretamente,0,1
encarnación,0,1
houdini,0,1
sabe?,0,1
independientemente,0,2
«ineludible»,0,1
—yo,0,1
más—,0,1
mantenerme,0,2
"""prime""",0,1
gana,0,1
“35”,0,1
informan,0,1
kilogramos,0,1
$51000,0,1
enojado,0,2
estafadono,0,1
felinos,0,1
mininos,0,1
comezón,0,3
irritado,0,1
administrarlo,0,1
dueños,0,1
veterinario,0,4
examen:,0,1
prescribiendo,0,1
antibióticos,0,1
prednisona,0,1
picazón,0,3
afeitó,0,1
herida,0,2
arañó,0,1
crudo,0,1
alivió,0,1
tremendamente,0,2
afeitaban,0,1
secarlo,0,1
picor,0,1
piel!,0,1
rascador,0,3
rasca,0,1
taquetes,0,2
enuna,0,1
cubeta,0,1
qued,0,1
mojdo,0,1
cool,0,1
compare,0,2
utilizándola,0,1
oxido,0,1
presionarlo,0,1
empezarmi,0,1
gatera,0,1
pez,0,11
floppinges,0,1
254,0,1
perrosno,0,1
flopping,0,1
muriera,0,1
abandonado,0,1
mirada,0,1
godo,0,1
incorrectolo,0,1
cargada!!!!bueno,0,1
funcionahe,0,1
averiguarlo,0,1
amazonleí,0,1
síes,0,1
gatitos,0,3
aburrió,0,1
imitación,0,3
purina,0,6
timen,0,1
caféademás,0,1
atún,0,1
conozcono,0,1
fasificación,0,1
abrirlos,0,2
vomitara,0,1
sabíamos,0,1
enferma,0,1
gaseosa,0,1
alimenté,0,1
movió,0,2
joven,0,3
tentaciones,0,1
golosinas,0,3
entristecía,0,1
amaba,0,2
comerlo,0,1
siete,0,1
entrenado,0,1
porción,0,1
buffalo,0,1
wilderness,0,1
friskies,0,1
party,0,1
comía,0,1
comido,0,1
purine,0,1
desarrolló,0,3
¡estas,0,1
tamiz!,0,1
gustara,0,2
limpiador,0,2
amantes,0,1
gatos!,0,1
bebida,0,1
toleren,0,1
bienhoy,0,1
escrita,0,1
sucedieron,0,1
llamara,0,1
comprensivos,0,1
fiestas,0,1
matara,0,1
caldo,0,1
contribución,0,1
alejados,0,2
inalámbrico,0,1
mx,0,2
2s,0,1
lealla,0,1
ergonomía,0,2
manosgracias,0,1
adecuadamover,0,1
cursor,0,1
ratónpara,0,1
necesidadeste,0,1
enojadas:la,0,1
recuerda,0,2
aburrela,0,1
aceleración:,0,1
desplazan,0,1
rotación,0,1
rebarosa,0,1
documentos,0,1
largosfinalmente,0,1
defecto:,0,1
pantallas,0,1
reactivarla,0,1
problemaasí,0,1
knowhow,0,1
ahuyentar,0,1
salvajes,0,2
escalen,0,1
muerden,0,1
dejaran,0,1
afectados,0,1
roedores,0,1
contrariamente,0,1
caminan,0,1
recoja,0,1
plugin,0,2
refill,0,1
veces!!,0,1
comprarala,0,1
repostero,0,1
reembolsopor,0,1
conel,0,1
callejeros,0,1
defecaron,0,1
notó,0,1
ponérselo,0,1
odiaba,0,1
atrapados,0,1
calentarlo,0,1
garabato,0,1
arriba!!!,0,1
tutú,0,3
ates,0,1
engancharlo,0,1
equilibrado,0,1
duradera,0,2
vomitó,0,1
casa;,0,1
propiedad,0,1
porteador,0,1
recurso,0,1
élahora,0,1
derrumban,0,1
desalentador,0,1
crece,0,1
encogiendo,0,1
sacudidos,0,1
visita,0,1
veterinaria,0,1
éste;,0,1
elogios,0,2
sacaré,0,1
creciendofirmar,0,1
fregadero,0,1
colgarlo,0,2
hermoso!,0,1
inmediato!,0,1
dont,0,1
buy,0,1
this!,0,1
garage,0,1
palomas,0,4
reunidas,0,1
arruinando,0,1
caulk,0,1
necesitarías,0,1
paloma,0,1
tejas,0,1
opté,0,1
inmunes,0,1
vueltaun,0,1
malditos,0,1
dejaría,0,1
¡advertencia!,0,1
apliqué,0,1
murió:,0,1
pinzón,0,1
palanquetas,0,1
voladera,0,1
«política,0,1
devoluciones»,0,1
accidentalmente,0,1
ave,0,1
llenas,0,1
herméticos,0,1
contaminados,0,1
comiendo,0,1
decepcionante!,0,1
exitosa,0,1
dárselos,0,1
tórtola,0,1
diminuta,0,1
uniformemente,0,1
giré,0,1
loros,0,1
quienes,0,1
explorando,0,1
volcar,0,1
roscado,0,1
clarono,0,1
nadaquisiera,0,1
qe,0,1
nose,0,1
periquito,0,1
colgaba,0,1
suponer,0,1
top,0,3
bird,0,3
dog,0,3
plenitud,0,1
mostrarlo,0,1
usáramos,0,1
causado,0,2
indeseables,0,1
saludables,0,1
compost,0,1
aerosoles,0,2
tallos,0,1
racimos,0,1
oscuros,0,1
dorados,0,1
avísame,0,1
comerán,0,1
zebra,0,1
society,0,1
finches,0,1
comió,0,1
tiraron,0,1
derrochador,0,1
kaytee,0,1
permitirá,0,1
interesadas,0,1
*suspiro*realmente,0,1
empresas,0,2
obtienen,0,1
tonelada,0,1
baratosen,0,1
artritis,0,1
olvídalo,0,1
laterales,0,2
usarloen,0,1
montando,0,1
hamaca,0,1
incluyó,0,1
duros!,0,1
solid,0,1
esto?tercero:,0,1
acortas,0,1
empuja,0,1
lleves,0,1
grande/largo,0,1
maño,0,1
hombrola,0,1
portadores,0,1
algosi,0,1
fijan,0,1
zeolita,0,1
rotor,0,1
misteriosamente,0,1
pecera,0,3
betta,0,6
ralentizará,0,1
biopelícula,0,1
poderoso,0,1
vendería,0,1
beta,0,5
respirar,0,2
ideas,0,1
reconoció,0,2
margenes,0,1
erráticas,0,1
volvía,0,2
00000,0,2
despliega,0,1
tds,0,1
reconocida,0,1
sifonear,0,1
jbj,0,1
desenchufada,0,1
desmonte,0,1
«garantía»,0,1
sicce,0,1
plagado,0,1
script,0,1
progresos,0,1
bloqueará,0,1
italiana,0,1
parcasi,0,1
demasiadolos,0,1
etiquetadas,0,1
nervioso,0,2
500+,0,1
astillados,0,1
golpecito,0,1
echarla,0,1
porosos,0,1
afectar,0,1
bacterias,0,1
alojar,0,1
enia,0,1
matratado,0,1
210,0,1
w,0,1
significativa,0,1
centigrado,0,1
acuarios,0,2
centigrados,0,1
barato!,0,2
aquatics,0,1
“ver,0,1
via,0,1
aqua,0,1
“!!,0,1
aquatics!,0,1
sorbo,0,1
repugnante?,0,1
tetra,0,1
quemadurapor,0,1
problemagraciashenripaul,0,1
fluval,0,1
salgo,0,1
discrimina,0,1
perlas,0,2
35g,0,1
generico,0,1
desconocida,0,1
londa,0,2
eheim,0,1
engaña,0,1
eheimla,0,1
fortuna,0,1
flota,0,2
turbia,0,1
anegado,0,1
comerlos,0,1
hikari,0,1
míos,0,1
espigas,0,1
ensucia,0,4
salmón,0,1
rosita,0,1
naranjita,0,1
bolitas,0,1
minúsculas,0,1
hojuelas,0,1
pulverizadas,0,1
sustituir,0,1
falte,0,1
acabe,0,1
«escondite»,0,1
áspero,0,2
«terminarlo»,0,1
detallado,0,1
montañas!,0,1
guppies,0,1
aversión,0,1
buenalamentablemente,0,1
simulacion,0,1
coman,0,1
pecesno,0,1
apropiadamente,0,1
reportan,0,1
valoras,0,1
es!el,0,1
encendido!si,0,1
latido,0,1
corazón!por,0,1
duramente,0,2
betas,0,1
sobrevalorado,0,1
mamparo,0,1
desviarme,0,1
tradición,0,1
«acero,0,1
inoxidable»,0,1
empezara,0,1
oxidarse,0,1
completatuve,0,1
faltantesel,0,1
test,0,1
reactivo,0,1
nitrato,0,2
amoníaco,0,4
posibles,0,2
¡asustándome,0,1
vida!,0,1
api,0,1
equivocado!,0,1
inspeccionar,0,2
grumos,0,3
semanales,0,1
invertí,0,1
«kit,0,1
api»,0,1
reprobé,0,1
críticamente,0,1
significarían,0,1
cambióno,0,1
agregado,0,1
pancartas,0,1
neófito,0,1
leerlos,0,1
falsolos,0,1
kh,0,1
no3,0,2
gh,0,1
distorsionan,0,1
feopara,0,1
ejemplo:,0,1
5/10,0,1
moriríacompre,0,1
reactivos,0,1
hidrómetro,0,4
oceánico,0,1
nano,0,1
mezclaba,0,1
apropiada,0,2
sal/agua,0,1
1024,0,3
oceánicos,0,1
instantáneos,0,1
mezclé,0,1
salinidad,0,1
refractómetro,0,1
volteo,0,1
gimmic,0,1
permanentesel,0,1
rugoso,0,1
«umiwe,0,1
handle»,0,1
empuñaduras,0,1
magnetizado,0,1
fregador,0,1
vidrio/acrílico,0,2
eliminará,0,1
algas,0,1
antiguas,0,1
exfoliante,0,2
imán,0,2
«saltará»,0,2
devolviera,0,1
lavador,0,1
vacíe,0,1
liberando,0,1
raspadores,0,1
enviaras,0,2
aferrarme,0,2
semanas'm,0,1
severamente,0,1
trabajan,0,1
acuática,0,1
rodea,0,1
atenuara,0,1
destruirla,0,1
corales,0,1
humidificar,0,1
«nadan»,0,1
demonios,0,1
verdad?,0,1
serio?!,0,1
recieved,0,1
abd,0,1
bulbo,0,1
eas,0,1
filamentos,0,1
programables,0,1
maternidad,0,1
alebines,0,2
deshacerme,0,1
vidriomuy,0,1
continuará,0,1
empaquetarlo,0,1
sacarlos,0,2
obligados,0,1
dañando,0,2
necesariamente,0,1
plásticoyo,0,1
haría!,0,1
agua!,0,1
compre!!!,0,1
pescador,0,1
cifrar,0,1
cc,0,1
impulsor,0,1
amante,0,1
devuelve,0,1
amazonca,0,1
grava!,0,1
flourita,0,1
grava,0,2
regularhe,0,1
entusiasmo,0,1
deslizador,0,2
necesitaron,0,1
ensangrentados,0,1
virgen,0,1
sacrificada,0,1
deslizarlo,0,1
afilada,0,1
subirahora,0,1
44,0,3
22x16esta,0,1
posterioren,0,1
sabiomi,0,1
haceademás,0,1
anchas,0,4
miden,0,1
ancho¡,0,1
cuidado!,0,2
44x1617,0,1
48x16,0,1
viga,0,1
medioamazon,0,1
enumerado,0,1
completoesta,0,1
profundamente,0,2
10°c,0,1
correctas,0,1
gradosno,0,1
copos,0,1
viscosos,0,1
blancosaparte,0,1
tonterías,0,1
28/29c,0,1
mostrarán,0,1
25/26,0,1
imprecisión,0,1
massive,0,1
dint,0,1
súmamente,0,1
delgada!!actualización,0,1
lamenteblemente,0,1
númerosno,0,1
desenrroscado,0,1
ligeramento,0,1
disuelve,0,1
elimina,0,1
desintoxica,0,1
acondicionador,0,1
«regula,0,1
alcalinidad,0,1
recomendados»,0,1
seacham,0,1
easybalance,0,1
tortuga,0,9
regado,0,1
15kg,0,1
faltará,0,1
productose,0,1
aguaparecía,0,1
tortugas,0,3
diarrea,0,1
tortugapor,0,1
delgadoel,0,1
abolladurasno,0,1
estabiliza,0,1
planaera,0,1
gagkari,0,1
gamas,0,1
gustabano,0,1
ensalada,0,1
tocabano,0,1
quéel,0,1
indefinible,0,1
bartisencuentro,0,1
caroel,0,1
intravenosa,0,1
«petsafe,0,1
cats»,0,1
caga,0,1
emitir,0,1
voluminoso,0,1
perceptible,0,1
retrospectivamente,0,1
disuada,0,1
moss,0,2
iguana,0,2
muriono,0,1
carísimo!,0,1
descubierto,0,2
desinfectar,0,2
feremonas,0,1
tomamos,0,1
cortado,0,1
atara,0,1
seguridad/reemplazo,0,1
terrario,0,4
lastre,0,1
completo:,0,1
t8decir,0,1
eufemismo,0,1
tql,0,1
0!compré,0,1
derramarse,0,1
incendios,0,1
imagenadjunta,0,1
mató,0,1
incapaces,0,1
recuperándose,0,1
someterlo,0,1
olvidado,0,1
brevemente,0,1
vitaminas,0,1
provienen,0,2
uva,0,1
uvb,0,2
cruciales,0,1
espectáculo,0,1
masiva,0,1
sonreando,0,1
dañara,0,1
seavale,0,1
ocurren,0,1
£12,0,1
parcelforce,0,1
484,0,1
gbp,0,1
insiste,0,1
tantoestoy,0,1
radio,0,1
dragón,0,2
barbudo,0,2
reducida,0,5
reformado,0,1
funcionó!,0,1
desenganche,0,1
bulbos,0,1
zilla,0,1
¡lámpara,0,1
explote!no,0,1
salón,0,1
explosión,0,1
fundido,0,1
adulta,0,1
produjera,0,1
incendio,0,2
matar,0,1
lesionado,0,1
bombillastristemente,0,1
oí,0,1
«como,0,1
imagen»no,0,1
retorcida,0,1
entonces!,0,1
caparazón!,0,1
petco,0,1
petsmart,0,1
turbias,0,1
reenviando,0,1
afirmando,0,1
intercambiar,0,2
5ª/6ª,0,1
apunté,0,1
demostrar,0,1
parpadeaban,0,1
parafernalia,0,1
panfletos,0,1
recurrir,0,1
oportunidades,0,1
limitadas,0,1
atornillado,0,2
comerciantes,0,1
terrarios,0,1
reptiles,0,1
halmahera,0,1
rana,0,1
australiana,0,1
necesitanlo,0,1
fundida,0,1
sintiera,0,1
rascar,0,1
uña,0,1
afectará,0,1
rayar,0,1
estolas,0,1
rocoso,0,1
marronesmás,0,1
vierten,0,1
rincones,0,1
residual,0,1
aplicado/enjuagado,0,1
usándolos,0,1
clasificación,0,1
rojizo,0,1
rojo/rosa,0,1
eseaparte,0,1
revisarloestaba,0,1
isópodos,0,1
muelles,0,1
matarlos,0,1
antiestéticono,0,1
poros,0,1
28°c,0,2
inviernola,0,1
utilizara,0,1
36,0,2
verificó,0,1
inkbird,0,6
probara,0,1
consejo:,0,1
congelación,0,1
bayita,0,1
incorrecto??,0,1
arreglarlomi,0,1
inexactas,0,1
desempaquetar,0,1
lesionadasesto,0,1
compartimiento,0,1
123,0,1
¿puedo,0,1
volver?actualización:,0,1
supo,0,1
pagaría,0,1
walmart!!!,0,1
bomba!inútil,0,1
esperabahabrá,0,1
lavadasahí,0,1
odiaron,0,1
aceptaron,0,1
comprarles,0,1
comieran,0,1
destapado,0,2
preservar,0,1
2cuando,0,1
pararse,0,2
tiraran,0,1
semillaslos,0,1
tiradero,0,1
comprenes,0,1
tortura,0,1
hámsters,0,3
hámster,0,2
rusoinvestiguen,0,1
cuidados,0,1
kilómetros,0,1
serviría,0,1
jaulaqué,0,1
lástimayo,0,1
éso,0,1
barrotes,0,1
siempre!,0,1
hurón,0,2
conejos,0,1
chinchillas,0,1
cobayas,0,1
conejillos,0,1
indias,0,1
inundado,0,1
problemafinalmente,0,1
transportadoras,0,1
impulsivamente,0,1
entusiasmada,0,1
colibrís,0,3
investigué,0,1
artificiales,0,1
informarnos,0,1
dañinos,0,1
espumas,0,1
weaver,0,1
caroseste,0,1
púas,0,1
factible,0,1
remando,0,1
cupholders,0,1
manso,0,1
2012,0,1
aveo,0,1
pretendía,0,1
obsequio,0,1
cochecito,0,27
¡está,0,1
pliegan,0,1
semanasestoy,0,1
britax,0,1
cochecitos,0,3
gratisvaya,0,1
agile,0,1
ahorrará,0,1
deseando,0,1
cosainvestigamos,0,1
ayudaremos,0,1
actualmenteun,0,1
plegar,0,1
evitan,0,1
interminablemente,0,1
centésima,0,1
desconectas,0,1
reconectas,0,1
suplementarias,0,1
patéticas,0,1
perpendiculares,0,1
sientan,0,2
acerquen,0,1
doblará,0,1
obstáculo,0,1
enfoque,0,1
buenoes,0,1
proporcionaría,0,1
maldecimos,0,1
leno,0,1
keyfit,0,1
keyfit30,0,1
básicono,0,1
woth,0,1
veces!!!,0,1
arreglará,0,1
impotente,0,1
nunger,0,1
comprometida,0,1
camina,0,1
herido,0,1
devuelví,0,1
comprobarlos,0,1
carriola,0,1
mantén,0,1
inglesa,0,1
apretadasactualización:,0,1
chillando,0,1
giraría,0,1
incidente,0,1
aislado,0,1
temblando,0,1
reensamblarlos,0,1
sugerimos,0,1
pricier,0,1
élsi,0,1
arreglaremos,0,1
columpio,0,1
severo,0,1
reflujo,0,2
carreola,0,2
ejemplos:,0,1
almohadita,0,1
tirantes,0,2
mejorarla,0,1
enderezará,0,1
hicimos,0,1
desplegarlo,0,1
negamos,0,1
asumir,0,1
exchage,0,1
evenflo,0,2
reclamando,0,1
escudos,0,1
pezón,0,1
asqueroso,0,1
elprimeor,0,1
vecescreía,0,1
preciofacil,0,1
lavaraunque,0,1
segubro,0,1
comprepara,0,1
amiga,0,3
succiona,0,1
sueña,0,1
pueees,0,1
senti,0,2
membranas,0,1
extractor,0,1
anticipación,0,1
regresarlo/cambiarlo,0,1
conveniente,0,1
quimico,0,1
pediatra,0,2
bebes,0,1
nacimiento,0,2
tommee,0,2
tippee,0,2
biberones,0,3
mamilas,0,1
baberos,0,3
mancharon,0,1
papillas,0,2
básicas,0,1
arrugo,0,1
lavan,0,1
fríarecomiendo,0,1
padrísimo,0,1
repetidoral,0,1
limpiarle,0,1
saliva,0,2
bies,0,1
desechables!,0,1
toooda,0,1
ropita,0,1
muu,0,1
sirvan,0,1
reducidas,0,1
infante,0,1
pesarlo,0,1
agil,0,1
respondio,0,1
proteccion,0,1
supers,0,1
mencionaban,0,1
opened,0,1
llegron,0,1
salimos,0,1
habian,0,1
sobrecaliente,0,1
complicar,0,1
lechera,0,2
regañando,0,1
específicos,0,1
embarazada,0,3
aliviarme,0,1
ballena,0,1
amarillo3,0,1
bibs,0,1
have,0,1
pocket,0,1
sidesi,0,1
desvanece,0,1
pita,0,1
puré,0,4
cansé,0,1
lindas,0,2
stara,0,1
paños,0,3
eructar,0,3
forros,0,1
cajones,0,1
amarlas,0,1
maquinita,0,1
destete,0,1
thermo,0,1
princesa,0,1
lavavajillas;,0,1
desconcertado,0,1
machado,0,1
«juguete»,0,1
dr,0,1
brown,0,1
triturador,0,1
innecesario,0,1
veces!,0,1
bala,0,1
quemados;,0,1
complicadasmuchas,0,1
particularesto,0,1
ocupar,0,1
carita,0,1
eructos,0,1
denotaba,0,1
plastificado,0,1
sedoso,0,1
encogen,0,3
perfecto!,0,1
intercambiada,0,1
sangrando,0,1
comprador!,0,1
productoel,0,1
fácilmentetiene,0,1
papillame,0,1
servirlo,0,1
69,0,1
"""gran""",0,1
ergonómicamente,0,1
preparada,0,1
edades,0,1
quejándose,0,1
descansa,0,1
traseros,0,1
olia,0,1
cigarro,0,1
impregnan,0,1
hondas,0,1
munchkin,0,1
poseemos,0,1
repetición,0,2
quedaré,0,2
tomando,0,1
salirse,0,1
porque!,0,1
popote,0,1
recomiendoponer,0,1
lograste,0,1
abriendo,0,1
acomodando,0,1
andas,0,1
líquidoestá,0,1
"""alta",0,1
"seguridad""",0,1
vídeo,0,1
forcejeo,0,1
robarse,0,1
arrumbado,0,1
caminarno,0,1
gateo,0,3
dislocó,0,1
manchando,0,1
humedas,0,1
productopara,0,1
decirles,0,1
cuna,0,5
rielesbásicamente,0,1
opcioneslo,0,1
whocho,0,1
seguridadseguiré,0,1
analizando,0,1
gestionaron,0,1
caso14/11/17así,0,1
instalarloactualizará,0,1
torrnillo,0,1
barrido,0,1
escaleras,0,2
bordito,0,1
complicada,0,1
brincarlo,0,1
escalón,0,1
corríamos,0,1
fabrican,0,1
incorrectamente,0,1
encajen,0,1
masticó,0,1
reservado,0,1
$60,0,1
¡bummer!,0,1
adesivos,0,1
cuadritos,0,1
resisten,0,1
dedinero,0,1
gustó?,0,1
depósitos,0,1
gorgotea,0,1
ruidosamente,0,1
susurra,0,1
crane,0,1
donado,0,1
sueño,0,1
concentración,0,1
anunciaba:,0,1
¡retuned!,0,1
lindo!daría,0,1
estrellas:,0,1
'cabeza',0,1
veas,0,1
humidificadores,0,1
prestigio,0,1
diluye,0,1
reconsiderar,0,1
decayendo,0,1
publicada,0,1
ilusionado,0,1
predio,0,1
muros,0,1
sucedía,0,2
"""bip""",0,1
desvelándome,0,1
recepcion,0,1
recien,0,1
nacido,0,5
definitivo,0,1
calmado,0,1
20de,0,1
debidamente,0,1
elprecio,0,1
echó,0,1
playlist,0,1
spotify,0,1
white,0,1
noice,0,1
calificado,0,1
interferencia,0,1
electronicos,0,1
alado,0,1
utilfuera,0,1
impresionar,0,2
distrajo,0,1
olvidándose,0,1
colchoneta,0,1
parpadeante,0,1
más:,0,1
potencialmente,0,1
sucedido,0,1
£100,0,1
