,review,stars
0,"Me encantó:) excelente tamaño, acabados, material resistente y limpio, además viene acompañada de una linda tarjeta escrita a mano por la tienda :) excelente detalle",5
0,"Esta hermoso, además de que lo entregaron en tiempo y forma, la caja venía muy bien cuidada, y adentro esta una bolsita hermosa y envuelto viene el luchador, definitivamente la presentación más hermosa con la que me he encontrado, con una nota muy bonita. Todo es hecho a mano y la verdad el precio es muy barato por lo que obtienes. Muy buena empresa. Gracias Tere Gracias",5
0,"Me encantó, el diseño wowwww los materiales y la hechura, pero los más importante es que lo envíe a mi nieto que está USA y lo adora!!Felicidades por tan excelente producto.",5
0,Gracias. Lo recibí y me encantó. Sin duda pronto les compraré otro muñequito,5
0,Llegó a tiempo!,5
0,Me encantaron,5
0,"Es un producto de buena calidad y se ve que cuida los detalles por parte del del vendedor a su producto , hasta la forma de enviarlo ,tiene excelente presentación , felicidades",5
0,"El envió llego mucho mas rápido de lo esperado, viene con un doble empaque, el primero una bolsa de papel decorada artesanalmente y dentro de esta una bolsa de tela adornada con confeti de colores (también de tela). El amigo lavable es como una almohada muy pequeña, esta cosida con hilo grueso y el estampado parece ser tinta plastificada. Aparentemnte puede resistir muchas lavadas.Los plumines que incluye pintan perfectamente sobre la tela, el estampado es solo sobre un lado del muñeco, pero el otro lado se puede usar para escribir o dibujar en el.Por cierto, dentro de la bolsa también venia una calcomanía de obsequioLa pequeña a quien se le obsequió quedo realmente encantada con su nuevo amigo. Gracias!",5
0,"Me gustó y fue muy útil, es fácil de lavar y divertido para los pequeños",5
0,"Fantásticos, muy bien hechos.",5
0,Lo compré para mi hijo y para la hija de una amiga increíble muñeco es muy suave.,5
0,"Buenísima calidad tanto en los materiales del conejo como en el bordado. Llegó rapidísimo y con una tarjetita muy bonita. Me encantó! Lo volvería a comprar para un regalo, ya que está excelente que venga personalizado con el nombre del bebé!",5
0,"Llego a tiempo, en perfecto estado y muy bien empacado, el peluche es suave y tamaño perfecto para la manipulación de un bebé, la letra y el color del nombre personalizado es muy lindo.",5
0,"Lo compré para un regalo y quedaron encantados, el conejo es muy suave y abrazable, además lo pedimos personalizado con el nombre del bebé y quedó hermoso. El envío muy rápido y bien empacado. Sin duda compraré otro después.",5
0,"Hermoso trabajo hecho a mano. Es para mi sobrina y sus papás quedaron enamorados de este bello peluche. Recomendado al 100% por su calidad y ni hablar de la presentación, viene en su bolsita de tela con una notita para que le pongas dedicatoria al regalo. Bellísimo regalo.",5
0,"Esta precioso, tiene un aroma sutil y es muy suave, el detalle del nombre lo hace muy especial. Es perfecto para un regalar. A mi bebé le hubiera encantado jugar con el.",5
0,"La calidad del material es buena, muy suave, buen producto. Es lo que esperaba. Le gustó mucho a mi nena.",5
0,El conejito es hermoso. Hecho con detalle y de calidad. La dueña y el equipo que los hacen son amables y detallistas. Gran opción de juguete para los hijos o de regalo.,5
0,"Hermoso y suave, lo volvería a comprar sin dudas.",5
0,"Sencillamente hermoso, un hermoso regalo para mi bebe .",5
0,Están increíbles!! Me encantaron muy buena calidad y tamaño!!,5
0,Bien,5
0,"Es una pokebola muy linda!! Excelente calidad y material! La compre junto con un Pokémon, y me lo enviaron en bolsita para regalo y tarjetita, la entrega fue rápida, vale mucho la pena.",5
0,Mi hijo tiene dos años y sigue sin soltarlo! Ya es su tercer pingüino! Lo máximo!!,5
0,Me gustó mucho la textura y lo rápido que envían el pedido.,5
0,"Perfecto, me encanto.",5
0,"No cumple con las especificaciones de 27cm. El que llegó solo tiene 20cm, no vale la pena",1
0,La muñeca es hermosa y se ve que esta hecha a mano. Me encantó. El único pero que le pondría es la paquetería. Llego en tiempo pero el empaque llego por completo destruido. Se que no es culpa del vendedor pero deberían tener cuidado con eso. Literalmente quisieron empaquetarla en una caja mas chica a la que envían con la muñeca y el resultado fue desastroso.Excelente muñeca aparte de eso.,5
0,Está muy linda. A mi sobrina de tres años le encantó. Amo las catrinas y esta es bellísima.,5
0,Excelente,5
0,"Me gusta mucho el detalle de la ropa, la cara es pintada pero con muy buena calidad. La recomiendo mucho",5
0,"Esta preciosa, ya la incluí en mi altar de muertos",5
0,"Esperaba que la cara estuviera bordadaY no pintada, la verdad es que con este detalle bajo un poco la expectativa en cuanto a calidad del producto.",3
0,llego despegada una de las piezas de carton de la ventana,1
0,"Muy bonita y muy bien hecha, me encantó",5
0,Excelente producto. Se nota el empeño dedicado en cada uno de los detalles del producto.,5
0,Yo la usé para ponerla en mi ofrenda y se ve hermosa. Está de buen tamaño y muy bien hecha.,5
0,"Este producto es muy bonito, son hechos a mano y la calidad es excelente. Los recomiendo ampliamente.",5
0,"Me encantaron las dos sirenitas personalizadas que pedí, una para mi hija y otra para mi sobrina.. Hacen unas cosas divinas! Excelente material, son muy suaves y de muy buena calidad! Aguantan perfectamente la lavadora y secadora. No se encogen ni se deforman. Muy recomendable!",5
0,"Excelente producto, muy detallado. Vale L pena. Impresionante habilidad para tejer.También incluye un pequeño pez (flaunder).",5
0,Esta muy ge ial tal cual la imagen me quede muy contento con el articulo para regalo,5
0,Muy bonita y de buena calidad. Igual que la imagen.,5
0,"Excelente producto de buena calidad, perfecto para un regalo.",5
0,"Estan bellos,,llegaron en tiempo ,el color es como la foto ,el estambre está grueso ,suave y se ve de buena calidad , a mi hijo le cantaron se la pasa creando historias del impostor y los inocente ,100% recomendables .",5
0,Los productos son de buena calidad y llegaron a tiempo,5
0,"Excelente artículo, mi hijo lo amo!!!",5
0,Excelente calidad,5
0,Muy suave,4
0,Muy bonita. Lo regale a mi pareja. Le encantó. Llegó antes de tiempo. Materiales de calidad. Por lo menos que simple vista.,5
0,Muy bonita de buena calidad,5
0,Hermoso producto lo recomiendo ampliamente,5
0,Estan super hermosos!,5
0,Excelente calidad,5
0,"Muy lindo, únicamente que el gorrito venia muy amplio y tenia una arañita morada bordada, la cual no salia en la imágen del producto. Pero de ahi en fuera, todo bien.",4
0,Muy bonito el peluche pero no viene con el gorrito y se me hace muy mal que aparezca en las fotos y en descripción pero no llegue así. No volveré a comprar,1
0,Me gustó mucho buena calidad,5
0,"El producto es bueno, pero lamentablemente no es lo anunciado, ya que llegó sin el gorro",1
0,Muy bonito es lo que esperaba,5
0,"No venían las orejitas, venía el oso solo.",1
0,"Esta hermoso, suave y bonito peluche para los bebes",5
0,"Muy buen producto, muy suave y lindo (◍•ᴗ•◍)",5
0,Llegó muy bien gracias,5
0,Excelente regalo,5
0,"El peluche esta muy lindo, se siente suave y tiene el tamaño perfecto para no generar mucho bulto y el peque lo pueda llevar de paseo.",5
0,"Es un buen producto, pero aunque dice envío gratis, te lo cobran, pues en la etiqueta se ve claramente el precio y te cobran el extra del envío",3
0,En general bien pero lo que no me agrado esque su precio en el peluche es de 250 pesos en la etiqueta dice y su precio en la plataforma es de 300 y según por ser miembro prime es más bajo y al contrario salió más caro!!,3
0,Buen material. Muy bien hecho.,5
0,Fue para regalo y le encantó a mi sobrina,5
0,"Todo bien, no era para mi pero me dijeron que les gustó mucho.",5
0,Súper lindo y bien definido,5
0,Un excelente peluche.. Se los regale a mi sobrina y quedo fascinada..,5
0,Un excelente detalle! Justo lo que deseaba encontrar!!! Lo recomiendo,5
0,"Llego a tiempoEl oso es super suave, terso y es ideal para abrazar o de almohadita, a mi hija le fascinó.",5
0,"Está súper bonita, me encantó",5
0,Super bonita y super bien hecha la recomiendo ampliamente,5
0,"El peluche es hermoso, los materiales valen perfectamente el costo. Es extremadamente suave y se siente que es duradero.No respetaron las especificaciones de personalizacion pero igual quedo muy satisfecho con el.",4
0,"Bien elaborado, aunque lo esperaba más grande.",4
0,"Justo lo que se ve en la imagen. Me encanto. Lo recomiendo 😊, me gustaría mas opciones de colores.",5
0,"Excelente calidad, idéntica a la imagen, perfecta para un obsequio.",5
0,"La compre para regalo y le encantó a la persona, muy bien hecha y de buen tamaño, hice mi pedido confiando en que llegaría en máximo tres días y llegó a los 5 días, pero al parecer valió la pena la espera",4
0,Muy bien hecho se los recomiendo,5
0,Geniaaal,5
0,Hermoso y llegó mucho antes de lo que pensé,5
0,"Tal y como se muestra en la foto, se siente de buena calidad sus materiales.",5
0,"Esta muy bonita la figura, pedí a charmander, squirtle y bulbasour, llego mi pedido erróneo pero la empresa lo resolvió, las figuras están muy bien hechas y muy bonitas, fueron regalo para mi sobrina",4
0,"Igual que la imagen, gracias por todo¡",5
0,"Manualidad muy bien echa, un poco pequeña pero muy bonita para regalar",5
0,"Muy bonito, bien tejido, aunque creí que sería un poco más grande, pero estoy satisfecho con el producto.",5
0,"La calidad es buena, la imagen muestra realmente la realidad. Volvería a comprar esta marca sin duda. Llegó antes de los estimado.",5
0,"Muy bonitoos, gracias",5
0,Excelente calidad y llego en tiempo,5
0,A mi hijo le encantó. El peluche es muy suave. Llega con las orejas cosidas al cuerpo pero es fácil de quitar. Todo lo que un peluche debe ser.,5
0,Excelente tamaño,5
0,Los peluches de Miniso tienen muy buena calidad-precio y sobretodo el diseño les encanta a mis hijas. Muy recomendado.,5
0,"Excelente producto, super suave, grande y hermoso",5
0,Muy suave,5
0,"Excelente producto, muy suave",5
0,"Es muy suave, identico a la foto",5
0,"Esta muy esponjoso y es muy largo, esta muy gordito y esta lleno de amor",5
0,"Llegó en perfecta condición, limpio y a tiempo además es súper esponjoso.",5
0,"Es un peluche muy bonito, es muy suave y tierno. Queda perfecto para decoración, para dormir, para abrazar, totalmente encantado con el producto. ♥️",5
0,"Todos los peluches de Miniso son de muy buena calidad, son suaves y cómodos.",5
0,Muy bonito y suave owo,5
0,"muy agradable textura, llegó en una bolsa cerrada.",5
0,"Textura perfecta y comida, recomendado.",5
0,Excelente calidad,5
0,Realmente impresiona el valor del peluche con su tamaño.,5
0,La funda es muy bonita y resistente. El grabado es un dibujo que espero no se borre en el futuro. Tengo ya casi un mes de uso y la funda es bonita elegante y discreta. El precio me parece un poco elevado pero es mejor que una original de Apple que ofrece lo mismo. Totalmente recomendada.,5
0,La funda llego en el tiempo estimado y en perfectas condiciones.Regularmente el precio de estas fundas se pueden encontrar más baratas. Me gusto el diseño solo que pareciera que en cualquier momento el xolo se va a despintar al igual que el by Mexico.Me gusto pero se me hizo un poco cara.,4
0,Gran calidad precio,5
0,"Muy bonita funda, de buen material y protege el celular muy bien",5
0,Bueno,5
0,"Excelente producto, además de muy bonito y original 🤓👌.",5
0,"Me gusto el diseño, tiene buen agarre del móvil, los acabados del dibujo son de buena calidad y muy coloridos, cubre bien la pantalla y el área de las bocinas. Llego en buen estado. Y es mexicano.",5
0,Me gustó mucho el diseño y está impreso en buena calidad y con material resistente. Quedé satisfecha.,5
0,"Fue para un regalo, el cual gustó mucho por la calidad y flexibilidad de la carcasa y el diseño del Xolo Chilaquil.Empecé comprando los llaveros y ahora hasta he comprado los cubre bocas con el mismo diseño.",5
0,"Muy bonito diseño, el material es plástico muy flexible, se adhiere muy bien al celular y lo protege.",5
0,"Es muy bonita la funda, de buena calidad. Me encantó",5
0,"Muy bonita, delgada pero resistente, poco probable que se borre el diseño",5
0,"Muy buen producto, hecho a mano, pintura perfecta y muy practico (y el olor a madera nueva es un toque extra jaja)Diría un poco pequeño el espacio inferior, pero creo que es adecuado",5
0,"ESTA BIEN QUE EL PRECIO ES BAJO PERO ESPERABA UN POCO MEJOR CALIDAD, NO TIENE BUENOS ACABADOS",3
0,Muy buen producto!!!,5
0,"El producto se ve bien, para mi caso me gustó para ponerlo en mi buro",4
0,Increíble grabado me encanto!!,5
0,Padrísimo diseño y llegó en menos tiempo del que decía !!,5
0,"El diseño, es asombroso, la calidad de los materiales insuperable y el embalaje de la mejor calidad, desde la primera vista te enamoras de este producto. Practico, simple y elegante. Ideal para los amantes del minimalismo",5
0,"Súper, altamente recomendada. Lo único que cambiaría es el largo de la funda, no cubre totalmente el teléfono, Si la recomiendo esta excelente. Mis amigos quieren una también.",5
0,"Es un producto que hace honor a su nombre, minimalista, practico y elegante. El tamaño es justo para el modelo iPhone 11. Muy recomendable.",5
0,Un producto elegante y muy práctico,5
0,"Excelente material y diseño sin duda alguna, una compra que vale la pena",5
0,Calidad de la piel,5
0,Muy elegante y excelente presentación,5
0,"Es un sleeve diferente a los que te encuentras en el mercado, la ventaja y/o desventaja es que puedes meter el celular con una funda delgada (yo la uso con la de piel de Apple), muy buena calidad...apoyemos al mercado mexicano",5
0,"Excelente producto, muy buena calidad la piel y el diseño esta muy lindo. Es una buena idea para quienes prefieren no tener una funda para el cel. Tiene otros artículos que son súper bonitos",5
0,"No hacen más grandes? Mi teléfono mide 16 cm x 8 cm. Un poquito más grande, se puede?",4
0,No llegó,1
0,"Una de las mejores fundas que he comprado, además de que la entrega del producto fue súper rápida y el diseño es amazing",5
0,"El producto llegó dañado, no lo puedo utilizar",1
0,"Está hermosa y se ajusta perfecto, el único detalle es que es muy delgada y no cubre la parte de arriba del teléfono %",4
0,"El case es muuuy bonito, pero con el tiempo se va desgastando el color y ya no se ve tan padre :/",5
0,Muy bonita la funda. Fue un regalo para mi mamá. Y le encantó.,5
0,"Excelente material, la sensacion al tacto esta super!! Ajusta perfecto al equipo, lo malo que la carga inhalambrica no funciona con la funda, pero de ahi en fuera todo ok",5
0,"Se ve increíble el bordado, lo único malo es que a la semana de uso se le despego el plástico q cubre la orilla",4
0,"El case en realidad es bonito, sin embargo al ser de piel, me parece que quedo un poco flojo con los días. También me pasó que al quitarlo me di cuenta que estaba rayando la cajita de los AirPods con su broche de metal. No lo recomiendo para uso diario ni para protección. Solo es bonito y ya.",1
0,Me gustaría adquirirlo en negro,5
0,"Me encantó el diseño, es una funda estéticamente excelente.El problema es que solo es eso, una funda estética y no protege mucho.",5
0,Bonito producto y buen material. El único problema es que la carga inalámbrica no funciona con la funda puesta.,4
0,"Esta súper bonita me encanto, muy padre el material",5
0,No llegó,1
0,"El material es bastante bueno, creo que te llevas más por el precio que estás pagando. La única falla que tuvo la mía fue que se le callo la calaverita, sin embargo eso no afecta en nada",5
0,Muy bonita y muy original,5
0,De una excelente calidad y el diseño es muy original. Me encanta todo de la marca!,5
0,"POR EL PRECIO NO TE PUEDES QUEJAR TANTO, EL PARCHE SE LE CAYO COMO A LA SEMANA, PERO LO PUEDES USAR PARA UNA CHAMARRA",2
0,"Súper lindo diseño pero funda demasiado delgada para realmente proteger, y si se ensucia es difícil de limpiar ya que es tela",4
0,Hecho en China? Se suponía que estás apoyando a la economía mexicana comprando productos hechos en México 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,3
0,Es muy bonito,5
0,"La funda es de plástico recubierto de tela (por dentro & por fuera, por lo que no raya el teléfono).En general el producto es de buena calidad sin embargo, sí buscas una funda de protección está no es la mejor opción ya que es muy delgada.",4
0,"Está excelente el diseño y la ergonomía de la funda, recuerda al Día de Muertos, una hermosura de tradición aquí en México✨",5
0,"Nos encantaron! La calidad suuuper excelente, el grabado en la piel excelente, la plaquita muy padre! Viene en unos estuches muy lindos, todo de maravilla, lo recomiendo al 100! Para muestra pues aquibestan mis muñecas todas con su collar. Mil gracias",5
0,"Uff, me encanto... la verdad es que no puedo estar mejor complacida por el producto. Tardo un poco el envío, pero valió la pena :)",5
0,"¡Altamente recomendado! Un producto de mucha calidad tanto del material, el diseño y el grabado.Te da la posibilidad de grabar tanto la placa como la piel del collar, lo cual me parece excelente. Llega en poco tiempo y tal como lo solicitas.Cabe destacar que tanto el collar, como el moño y la placa pueden separarse e intercambiar.Definitivamente lo volvería a comprar",5
0,"Precioso collar, me gusto mucho como se ve y esta muy bien hecho. El tamaño de 40 cm resulto perfecto para una #weimaranerpitbull de casi 3 años y 30 kg de peso.",5
0,"Excelente calidad!!! El collar llega en una linda bolsita. Se nota que tiene muy buena calidad y mi perrita se ve hermosa con su collar y su moño. El grabado en el collar está muy bien y me parece súper útil, ya que si se llegara a caer la plaquita de todos modos tiene la identificación en su collar. Se puede poner el nombre con mayúsculas y el teléfono. La plaquita también de personaliza con mayúsculas o minúsculas y está muy linda. Lo volvería a comprar. El color está muy bonito y realmente se ve bien hecho. El moño se le puede quitar en caso de no quererlo ya que viene por separado. Si te pareció útil mi reseña hazmelo saber poniendo me gusta",5
0,"Batalla con el pedido, pero me lleve muy bien con la marca, me atendieron amablemente y el collar llegó en excelentes condiciones, esta algo grande para mi cachorro border cullier, pero esta bien, porque crecera y no le tendré que comprar otro del mismo color, la placa está muy bonita, pero no se si se deteriore con el tiempo, igual le puedo mandar a hacer otras, lo realmente importante es el collar y lleno todas las espectativas, compren lo, ojala pronto tengan a la venta uno negroPD: se le puede quitar el moño, lo cual está perfecto 👌",5
0,"Súper bonito. Mi perrita se ve hermosa, solo hay que tener cuidado con la talla, yo compré grande y ahora de repente se le sale, de ahí en más es un producto resistente, ella pesa 20kg y se jala mucho cuando la paseo y aún así ha durado perfecto",5
0," Compré dos collares, uno chico para mi French y otro grande para mi bobtail... ¡son preciosos!La presentación es lindísima y es toda una experiencia sacarlos de su bolsita y enseñárselos a tus peludos.Los grabados en la placa y en el collar son de excelente calidad, no hubo un solo error ni en los nombres ni en los teléfonos y los colores son vibrantes.Estoy muy feliz con mi pedido.",5
0,"Llego mucho mas rapido de lo q esperaba, se siente y se ve de excelente calidadA mi perrito le quedo muy bien, un poco grande, pero lo pedi de esa manera ya q apenas tiene 4 meses y crecera mas, muy buen producto a muy buen precioA mi perrito le gusto mucho, en la foto no parece, pero solo estaba bostezando, no se lo ha intentado quitar",5
0,"Mi perra es blanca, elegimos el color anaranjado y se veía preciosa, también me gustó mucho que viniera con las letras marcadas, llegó en una bolsita y bien empacado de manera rápida. Es un buen producto y al comprarlo puedes ir personalizandolo haciendo ajustes al precio.Consejo: no lo dejen al alcance de sus perros, la nuestra se lo comió tal vez porque olía a piel y nos salió algo caro.",5
0,"Si funcionó, se relajan mis gatitos y hasta yo mismo. Tiene un olor muy agradable, definitivamente, lo recomiendo bastante. Excelente servicio del vendedor y amazon.",5
0,"Tiene un aroma muy agradable! Lo utilicé con mi gato que sufrió un susto y anduvo muy tenso/raro durante varias semanas. Lo puse en su cama antes de dormir, y alrededor de sus juguetes. Aunque no puedo decir que mi gato se 'curó' por este spray, definitivamente fue una buena herramienta - hasta me relajaba a mí. Próximamente viajaremos en carretera y por supuesto que lo utilizaré dentro de su transportadora.Planeo comprarlo nuevamente, y claro que lo recomiendo!",5
0,"El producto tiene un aroma agradable y cumple con las expectativas. El problema fue el envío: DHL está saturado (es comprensible) y el pedido llegó una semana tarde. Lo malo es que DHK no proporciona información. Me comuniqué con ellos y sólo atinaban a decir que la entrega estaba reprogramada. Tuve que recurrir a Amazon, donde recibí buena atención y accionaron para que la mensajería diera una fecha estimada real.",5
0,"La verdad dudaba de la eficasia del producto, porque en las opiniones hay esta dividido, sin embargo puedo decir que funciona perfectamente a mi perra la noquea jajaja, yo lo pongo en el sillón 5 o 10min antes de que se vaya a dormir, porque es verdad que si lo pones inmediatamente les da estornudo, porque el olor es bastante fuerte",5
0,"Tiene buen aroma, aunque a mis gatitos no les gustó tanto y no puedo afirmar que les este ayudando. Solo como observación deberían poner en su etiqueta las instrucciones de uso y una tipografía más grande ya que apenas si se alacanza a leer la poca información que ponen. También me parecería pertinente que pusieran en qué áreas lo podemos poner, ya sea en el cuerpo del animalito o en su camita. El envío llegó en tiempo y forma.",4
0,"En fechas recientes llegó un nuevo cachorrito a casa y mi perro adulto -que es muy ansioso- estaba teniendo problemas para adaptarse. Compramos este spray para ayudar un poco a relajar los ánimos y estamos muy complacidos con la compra! El aroma es sumamente agradable y no le molesta a los perros. Creo que incluso los humanos nos relajamos un poco con él, jajaja. Al principio lo rociaba también en las camas de los perros antes de dormir, ahora solo lo hago en los ambientes cuando están juntos. Muy recomendado.",5
0,"Se uso para transportar al michi de mi novia en un viaje por carro, si lo tranquilizo y se comporto bastante bien, creo que la efectividad depende tanto del tamaño del animal como su edad.",5
0,"Es un gran producto, bien empacado, linda presentación, pero mi perro es un terrorista entrenado porque le hizo lo que el viento a Juárez. Ya mejor lo uso de desodorante en mi almohada",5
0,"Es un producto bastante bueno, me gusta porque mi esposo no ronca cuando lo uso jajaja",5
0,"lo uso para transportar a mi gato en su bolsa, sólo rocio un poco en el suelo y dejo que seque porque sino estornuda y la tiene tranquila sin dormirla. Lo recomiendo.",5
