,review,stars
0,"Durante mucho tiempo he utilizado esta marca de Aceite Capullo para preparar mis alimentos y hasta la fecha la seguiré utilizando, me gusta su sabor y la forma en que quedan guisados los alimentos que he realizado con el, como son desde: Huevos, Tocino, Cecina, Carne de res, etc., los cuales quedan cocidos perfectamente con la utilización de un poco de aceite.",5
0,"Llegó en perfecto estado, es la misma calidad que encuentras en el supermercado; sin salir de casa y hasta a un mejor precio.",5
0,"Buen producto en cuanto a calidad y precio, y es que lo eh encontrado en oferta por lo que es mas atractivo comprar por amazon y con prime que ir al super. y en esta cuarentena realmente valió la pena el servicio de amazon.",5
0,El paquete llego horrible todo aplastado parece que no pueden tener cuidado una verdadera porqueria todo lleno de aceite toda la caja deforme emplayada de que se les cayo y se empezo a regar el aceite todo esta maltratado,1
0,Excelente Producto.Actualmente por la contingencia y aprovechando la membresía prime. Al ya no tener de este aceite en el supermercado o las tienditas. El precio es excelente.,5
0,"Primero dudaba en comprarlo porque pensé que iba a llegar roto o maltratado, pero para mi sorpresa venia muy bien protegido, el sabor de capullo es muy tradicional, lo he usado desde siempre y lo mejor de todo es que lo encontré de oferta.",5
0,Me encanta hacer el super de los mismos productos pero con envio a mi domicilio,5
0,"Entrega en tiempo. Pedí 3 aceites y uno venia roto, el problema es que venía con más cosas que pedí de Amazon y corría el riesgo de dañarse o incluso dañarse la misma caja de cartón. Sugiero un mejor empaque para esos productos líquidos. En general, bien relacion precio!",4
0,"El aceite es como el del super con la comodidad de que te llegue a la casa, ahora que no dan bolsa en el super y cargar es un problema.",5
0,"Aceite muy aceitoso. Cumple muy bien con su finalidad, el olor es mínimo así como su sabor que deja en los alimentos.",5
0,"Son aceites super mini, realmente no se quien usa un aceite de ese tamaño parece de bolsillo, fue mi error ya que no puse atención a la cantidad de 400 ml , pero ya en retrospectiva me pareció que estaban super caros en comparación con el tamaño.",3
0,"Esta version pequeña no rinde, no entiendo por que no ofrecen la verdion mas grande, a mi que me gusta hacer mi compra aqui no me agrada tanto tenee que comprar esta version.",4
0,"Producto comercial, igual que el de las tiendas de autoservicios. La caducidad es aceptable, y llegó bien empacado.",4
0,Excelente producto y venía bien empacado sin derrames,5
0,"El producto es bueno, el único detalle fue de paquetería, que un aceite llegó abierto",4
0,Muy buena relación calidad - precio,5
0,El producto llego a tiempo y bien empacado,5
0,"es bueno, llego en tiempo y bien protegido",4
0,LLEGARON BIEN Y EN TIEMPO,5
0,No llegó a tiempo pero llegó,5
0,"***Envío***El producto llegó en un día y bien empacado, estaba envuelto en papel burbuja para evitar daños***Producto***Este vinagre es una marca premium si consideramos el precio vs otras marcas qué hay en el mercado como “De Nigris”. Cuesta lo mismo en Amazon que en Wal Mart pero sin tener que pagar envío, lo cual es una ventaja.La ventaja de este tipo de vinagre es que tiene “mother” a diferencia del vinagre convencional.***Beneficios***Mi esposa lleva tomándolo como 6 meses y ha notado muy buenos resultados en este tiempo.Uno de los principales beneficios de tomarlo diario es que te ayuda a desinflamar el estómago, ya que contiene mother, lo cual son moléculas de ácidos orgánicos y enzimas que ayudan al proceso digestivo.***Recomendaciones de Uso***De acuerdo a las indicaciones de una nutrióloga este vinagre lo debes de diluir en medio litro de agua por cada dos tapas de vinagre, es muy importante diluirlo ya que de lo contrarío te puede ocasionar daño orgánico y agruras. Adicional se recomienda tomarlo con Popote para evitar que Toque los dientes, ya que puede dañar el esmalte.Se puede tomar hasta tres veces al día de acuerdo al envase pero la recomendación de la nutrióloga es solamente una al día, tómenlo en cuenta.En conclusión es muy recomendable para acompañarlo de una buena dieta, ya que no es muy rico que digamos tomarte vasos de este vinagre pero vale la pena por los resultados.",5
0,"Yo lo utilizo para tomarlo en ayunas, su sabor no es nada agradable pero funciona a la perfección y es la marca a la cual le tengo más confianza. Me gusta que sea orgánico y que venga con ""madre"" ya que contiene todos los probióticos necesarios.",5
0,"Es un envase de vidrio y no tuvieron cautela al manejarlo porque la botella llego rota y me dieron la caja empapada, me enojo muchisimo porque me lo mandaron con otros productos que habia pedido y se mojo todo.Si lo van a pedir pidanlo solo.",1
0,"Me gusta tomar vinagre de manzana en ayunas disuelto en un vaso con agua, no soy muy fan del sabor pero lo tomo por los beneficios, ayuda con la inflamación, es buena fuente de probióticos, mata algunos tipos de bacterias, disminuye los niveles de azúcar en la sangre, me hace sentir más ligera, la calidad es muy buena, además de que es orgánico y viene con la madre, es mi marca favorita. Llegó en perfecto estado, súper protegido.",5
0,"No tiene un sabor fuerte comparándolo con las marcas mas comerciales. En lo personal lo tomo en ayunas, una cucharada con el jugo de un limón mezclado con agua helada (1 vaso).Seguramente es la combinación, pero he notado que me ha ayudado a bajar de peso, en lo personal aunque hacìa ejercicio ya no bajaba, estaba estancado, al empezar a tomarlo he bajado 2 tallas, mi digestión ha mejorado muchísimo.",5
0,Buen precio. Llego en perfectas condiciones. Yo lo uso en las mananas en una tasa de jengibre con limón y vinagre para bajar la inflamación del estomago. Claro el sabor y olor es super fuerte pero es obvio es vinagre.,5
0,Tomo una cucharada en ayunas en un vaso de agua. A mi no me gusta el sabor pero los beneficios son muchos :) lo recomiendo ampliamente.,5
0,Me agrada esta marca ya que algunas recetas que necesitan vinagre pero también tiene un sabor dulce entonces deja un sabor basten exquisito a los platillos sobre todos sin son en fríos,5
0,Duden de los vinagres que cambian de sabor a la semana de abrirlos o si la madre no se precipita al fondo de la botella como otras marcas. Ésta marca es orgánica y muy buena.,5
0,"Me gusto el tamaño, es un poco incomodo a la hora de servirlo porque se derrama pero las funciones son magnificas para el organismo no sabe feo, es un ligero sabor a sidra. Muy recomendable.",5
0,"Son aceites super mini, realmente no se quien usa un aceite de ese tamaño parece de bolsillo, fue mi error ya que no puse atención a la cantidad de 400 ml , pero ya en retrospectiva me pareció que estaban super caros en comparación con el tamaño.",3
0,"Esta version pequeña no rinde, no entiendo por que no ofrecen la verdion mas grande, a mi que me gusta hacer mi compra aqui no me agrada tanto tenee que comprar esta version.",4
0,"Producto comercial, igual que el de las tiendas de autoservicios. La caducidad es aceptable, y llegó bien empacado.",4
0,Excelente producto y venía bien empacado sin derrames,5
0,"El producto es bueno, el único detalle fue de paquetería, que un aceite llegó abierto",4
0,Muy buena relación calidad - precio,5
0,El producto llego a tiempo y bien empacado,5
0,"es bueno, llego en tiempo y bien protegido",4
0,LLEGARON BIEN Y EN TIEMPO,5
0,No llegó a tiempo pero llegó,5
0,"Excelente producto, le da el sabor al arroz para hacer sushi o yakimeshi por ejemplo. Buen producto y rinde bien. Sin duda alguna volvería a comprar.",5
0,"ME GUSTO MUCHO, PRESENTACION CORRESPONDE A LO OFERTADO, PRECIO ACORDE A LA CALIDAD. ENTREGA MUY RAPIDA...ME HA SIDO DE MUCHA UTILIDAD PARA MIS PLATILLOS, LO RECOMIENDO",5
0,"Batallé mucho en encontrar este producto en el supermercado, dura bastante y le da un sabor particular al arroz para preparar sushi.",5
0,"Buen savor, y la recalacion calidad precio es destacable, yo normal mente lo uso para preparar cualquier comida china.",5
0,"La presentación es simple y sencilla, lo que exactamente uno está buscando.Ideal para cocinar Recetas de comida china y otras orientales",5
0,El producto llegó en buen estado y en el tiempo de entrega estimado. Buena calidad a buen precio. Me sirve para preparar el arroz para sushi.,5
0,"Lo estuve buscando por varias tiendas comerciales, hasta que lo encontre aquí, con el prepare pollo agridulce y yakimeshi quedo muy rico lo recomiendo, le da otro toque a la comida.",5
0,"Es el vinagre que utilizo generalmente para hacer sushi, le da una sabor bastante rico al arroz llego mucho ntes de lo indicado",5
0,Delicioso combina muy bien con otros ingredientes,5
0,"Tal como lo esperaba, para preparar mi arroz para sushi.",5
0,"Aunque no soy muy fan de este aceite y tenía mucho que no lo compraba no me pude resistir al precio tan accesible, la entrega fue rápida, llegaron intactos, y algo que noté es que el empaque ahora viene más delgado, supongo que tratando de cuidar más al medio ambiente y eso me parece perfecto. En cuanto al sabor es el tradicional.",4
0,El embalaje es un factor decisivo para la compra de este artículo y evitar derrames en su trayecto. Amazon realiza un excelente trabajo al empacar este producto de forma cuidadosa y segura para que llegue a su destino de forma adecuada. Cabe mencionar que el precio es muy atractivo.,5
0,"No hay mucho mas que decir que es un buen producto y para los que lo han probado, por medio de amazon hay ofertas que mejoran las de tiendas comerciales así que seguiremos comprando esta marca.",5
0,"Trae un buen empaque no se derrama,también está a un precio razonable y tiene muy buen sabor de hecho yo uso unas cuantas gotas nomad para sasonar.",5
0,"Este aceite me gusta mucho, sobre todo por el olor y sabor que le da a la comida, además de que aquí lo encontré más barato que en el supermercado. Recomiendo la compra",5
0,"Me salió muy barato por ser mi primera compra. Pero aun sin ese descuento, está a mejor precio que en tiendas. Si lo recomiendo porque huele bien y hay otros aceites que al calentarlos arden en los ojos, pero este no.",5
0,"Llego dañado, por mal empaque, se iso el reclamo y amazon reenvío nuevamente. El aceite es promedio nada destacable.",3
0,"Como siempre el producto llegó en buen estado y rapidísimo. El sabor es agradable, y es recomendable, fue la primera vez que lo adquirí y realmente volveré hacerlo.",5
0,"Me gusta mucho el olor que tiene, aunque lo que no me gustó es que está sea la versión de 850 cuando la otra era de 900ML pero por el precio está bien.",5
0,Me gusta que al calentarse huele como a mantequilla,5
0,"Aunque no fue nada barato no se porque de pronto subieron mucho de precio, al menos huele bien y podría afirmar que si es de oliva y no está rebajado con nada como otros que ya le ponen otro aceite, ojalá fuera más accesible de precio",4
0,"Estoy muy satisfecho con la calidad de este aceite de oliva, tiene un olor y sabor excepcional, y un precio muy justo. Definitivamente lo volveré a comprar y lo recomiendo.",5
0,"Amo este aceite porque simplemente funciona para todo, dando un sabor delicioso y además saludable, amo esta marca! súper recomendable!",5
0,Sabor muy agradable. Suave. Lo recomiendo. Tiene caducidad 04/2022.,5
0,"excelente producto, sabor y precio",5
0,"Excelente para cocinar, no se quema rápido y tiene buen sabor",5
0,Es un gran producto sabe muy rico y huele muy bien al cocinar,5
0,"Lo recomiendo ampliamente, el envío y empacado excelente.",5
0,Excelente para hacer conservas de tomates secos,5
0,Buena relación precio calidad,5
0,"El tamaño y el precio , esta bien solo que no especifica colo es el filtrado p como es que es sin sabor y olor y eso me genera dudas de lo sano que pueda ser",3
0,"En definitiva cumple con lo que promete, no huele y no sabe, es cremoso y considerando la cantidad es muy buen precio",5
0,"Le puse cuatro porque al destaparlo el aceite se había filtrado y manchado parte del empaque. Me encantó porque lo uso para aplicarlo en la piel, preparar comidas, etc. Tiene muchos usos y a como tiene la descripción del producto, no tiene un olor fuerte o sabor. El olor es leve y es a coco pero es natural.",4
0,ES UN ACEITE NEUTRO SIN OLOR Y SABOR ESTO TE PERMITE UTILIZARLOS EN LA COCINA PARA QUE NO AFECTE CON EL SABOR DE TUS ALIMENTOS.PERO TAMBIÉN POR ESTA CUALIDADES PUEDE USARLOS PARA HACER MEZCLAS CON ACEITES ESENCIALES SIN RESTARLE SUS EFECTOS SIRVIENDO COMO ACEITE CONDUCTOR.ESTOS ACEITE A CIERTA TEMPERATURA SE SOLIDIFICA.,5
0,"Muy buena calidad, se puede usar para preparar cualquier alimento ya que no tiene sabor ni olor, por lo que se puede cocinar sin alterar el sabor de los alimentos preparados, la ventaja es que es mas saludable que otros aceites y el precio super bien, mas económico que otros con la misma calidad.",5
0,"Lo uso para mi cabello y de vez en vez para cocinar. En ambos casos es genial, lo compraré de nuevo",5
0,Lo estoy útilizando oara el cabello como máscarilla y veo muchos beneficios (sedoso y brilloso),5
0,Es de muy buena calidad.Llegó antes de tiempo con Prime.,5
0,Tamaño ideal. No mantiene el sabor a coco por lo que al guisar se mantienen los sabores y aromas naturales.,5
0,Me encanta este aceite . Es un buen precio por lo que ofrece . Lo uso para la piel y es maravilloso,5
0,"Estuve leyendo los comentarios de compradores en Amazon.com y la mayoría juran que es una maravilla. Mi mamá y hermana lo usan por el sabor, a mí me desinflama los intestinos y me siento muy bien del sistema digestivo.",5
0,"He consumido este vinagre desde hace años y nunca, pero nunca, lo había adquirido ni sellado ni lleno hasta el tope. Comparé esta compra con el vinagre de la misma marca que ya tenía y éste tiene mas consistencia. El frasco venía protegido con un empaque de aire que lo cubría en su totalidad, en una caja que lo protegía. Temía que no llegará bien pero la verdad que amazon cuida la protección sobremanera. Estoy muy satisfecha y recomiendo ampliamente el producto.",5
0,"llegó antes de tiempo, el problema fue con la paquetería ya que la botella llegó rota y no pude utilizarlo por miedo a que tuviera pequeños pedazos de cristal",3
0,"Ultimamente he comprado mucho este producto, para uso personal y para otros familiares. El producto es muy bueno.Hoy quise hacer otra comprar y ya no me dejo. Ya que aparecio que tenia limite de compra. No veo el inconveniente ademas soy miembro prime.",5
0,Todo muy bien un poco tardado pero en lo acordado muy bien empaquetados para que no se rompan,5
0,"El producto es muy bueno pero llego derramado y con la tapa rota, ya había leído reseñar de que la logística no era muy cuidadosa y que llegaban hasta estrellados pero nunca tuve ese problema hasta hoy. Es una lástima ya que son productos que deben de manejarse más cuidadosamente",5
0,"Pues para mi ningun vinagre de manzana sabe rico , pero lo uso para tomar en las mañanas disueltos con agua y es una belleza para disminuir la inflamación . La marca es garantía por si misma y aquí por lo general lo tienen a buen precio. Es una botella de vidrio pero me llego muy bien empacada y súper bien.",5
0,"No sé que tan real sean los beneficios de tomarlo, te lo venden casi como producto milagro. Pero lo he usado en bebidas, licuados y platillos, y tiene buen sabor.Me parece que el precio es bueno en comparación a tiendas locales (misma marca). El envió es bueno también, llega bien empacado.",5
0,"El vinagre que mi mamá buscaba. El olor es muy fuerte, por lo que si se te cae un poco, olerá tu cocina a vinagre por un rato. El sabor es agradable, por lo que no batallarás al consumirlo. PD No sé qué es función de bloqueo, pero le he puesto 5 estrellas para no afectar al producto.",5
0,"Llego muy rápido y muy bien empaquetado! El producto tengo tiempo tomándolo y si he notado beneficios, no es muy rico pero para una cucharadita en ayudas, tampoco es tanto. Relación contenido precio, vale la pena está presentación.",5
0,"Me agrada que sea de origen nacional, tambien me agrada que tenga un pequeño popote o dispensador en el pico de la botella ayuda mucho al servir en el plato o sarten segun lo uses",5
0,"Muy buen sabor y calidad, lo esperado en este tipo de aceite.",5
0,Buena compra.,5
0,"Excelente para masa de pizza, buen precio para 1/2 litro.",5
0,"No sé si era yo o tiene un aroma extraño, no me gustó del todo.",2
0,"Se derramó el producto deberían contratar otra paqueteria estafeta daña los productos no es la primera vez, y lo único que deberían hacer es aislar con cinta adhesiva la parte de arriba para que no se derrame y eso es todo. 👍",4
0,Precio de oferta,5
0,Buen producto llegó en tiempo y forma,5
0,Gran oferta y buen producto.,5
0,"En general bien, lo que más me gustó fue el descuento extra que hicieron al finalizar la compra.Ya en sí, el precio era más bajo que en las tiendas",4
0,Me encanta recibirlo en la comodidad de casa a un super precio. Excelente trabajo Amazon!,5
0,Esta presentación está bien ya que la botella me dura bastante y la encontré a un buen precio,5
0,"No leí bien así que me llevé una agradable sorpresa cuando miré el tamaño del envase,sin duda alguna es una excelente inversión por ese precio.",5
0,Rendidora la presentación de 1.5 lts. Buen precio y buena calidad,5
0,"Buen sabor para tus comidas, aveces llegan abiertos",5
0,"Buen sabor y es bastante rendidor el precio , sabor y calidad es bueno lo recomiendo ampliamiente",5
0,Los use en una freidora y todo muy bien,5
0,"Llegó rápido y en buen estado, aún no cocino con el pero se me hizo de muy buen precio",5
0,Es lo que buscaba y el costo es muy bueno.,5
0,Excelente producto. Ojalá tengan disponibilidad más seguido.,5
0,"Es un garrafon pequeño para aquellos que se preguntan o imaginan que tan grande es. De ahi en fuera nada especial, creo que esta en precio comparado con las tiendas de abarrotes por mayoreo, pero almenos no tengo que gastar gasolina o pasaje en ir a la tienda.",5
0,"Exelente producto una aceite que no hay en mi ciudad de ese tamaño ,lo único malo que paquetería me entrego uno con la tapa rota y derramó aceite , dicen ellos que porque el vendor no le puso buen empaque , yo les alego que eso fue por su mal manejo pero me dicen que cuando envíen por favor le ponga etiqueta frágil",5
0,Que podría decir de un aceite de precio accesible? Básicamente es un buen aceite y ya el precio dependerá si en alguna ocasión lo compras más barato pero en si productos como estos son muy apegados a la frase entre más caros mejores son,5
0,Es lo que buscaba y el costo es muy bueno.,5
0,"Usualmente compro el aceite en otros supermercados al mayoreo, pero son demasiado grandes para mi uso personal. Por lo que el tamaño y precio de este aceite me encanto.",5
0,buen producto y relacion calidad-precio,5
0,Pues es aceite y para funciones generales de cocina es funcional,5
0,"Llevo usando este producto por más de 4 meses y a mi familia le gusta mucho el sabor en cada guiso,",5
0,Es mucho aceite ( °o°),5
0,Excelente compra,5
0,"Ya había probado Ahuacatlán antes, y la verdad es que ¡Me encanta este aceite! Cocinar con él es delicioso porque aprovechas que es una grasa súper sana de un producto 100% mexicano y confiable, que no le cambia el sabor a los alimentos que cocinas.Es ligero, es saludable, lo puedes comer crudo o cocido (Queda buenísimo en el pesto) Cuando lo vi en Amazon ¡Lo tuve que comprar! Obviamente la entrega con Prime es buenísima, llegó al día siguiente a tiempo y perfectamente bien empacado. ¡Definitivamente lo vuelvo a comprar mil veces más!",5
0," Me llegó al día siguiente bien empacadito. Ahuacatlan es un gran producto, lo usamos para cocinar prácticamente todo en la casa, el natural es mi favorito por qué no persives ningún olor ni sabor pero lo mejor de todo es que cuando cocinas con él enaltece el sabor de lo que cocinas. Es muy sano y alto en vitamina E. Es una maravilla!",5
0,"Este es uno de los mejores aceites de aguacate que existe en el mercado, me encanta porque no deja ningún sabor ni sensación extraña en los alimentos, además lo puedes utilizar para cocinar o freír. En verdad es una magnifica opción para sustituir el aceite normal en la cocina.",5
0,Excelente aceite. Súper lo recomiendo. No tiene sabor que altere el sabor de los alimentos al usarlo. Yo lo utilizo porque hago un aderezo para comidas que vendo y lo prefiero por ser saludable y que no altera el sabor del aderezo. El aceite me llegó bien y a en tiempo estimado 👌🏼,5
0,"El aceite cumple con todo lo bueno que acá describen, no deja olores, ni sabores en las comidas, es perfecto! Además de lo sano que sabemos que es. Lo único por lo que no le puse 5 estrellas es que resulta más barato comprarlo en el súper, pensé que no lo encontraría por eso lo compre por acá pero no había visto que lo tenía a la mano.",4
0,Parece que es un buen producto. Vi los estudios de Profeco de los aceites y no tuvo malos comentarios. Hay un riesgo de que se oxide o arrancar si no se coloca en un lugar fresco y con poca luz.,5
0,Esta buenísimo pero está a mejor precio en el súper pero pues aquí si están todos los sabores. Aquí en Amazon me costo el doble que en Walmart. De igual forma cómprenlo que esta delicioso,5
0,"Cocino con este aceite por qué tengo a un bebé de 1 año y meses y es uno de los más recomendados para usar y dicho sea de paso lo utilizo para toda la familia por el sabor y beneficio, todo llego en tiempo incluso antes y en excelentes condiciones, volvería a comprar si se agota en mi zona.",5
0,"El producto es de muy alta calidad, con muchas ventajas para la salud, y el precio es el más bajo que encontré entre varios vendedores, y además con la facilidad de recibirlo al día siguiente en la puerta de la casa.",5
0,"El aceite me encanta para hacer huevos, freir carnes, etc. Le da un buen sabor a la comida y huele muy bien. Tiene varios beneficios para la salud a comparación con el aceite vegetal o de canola.",5
0,"No necesita mayor reseña, para uso de cocina, llego a tiempo, en buen estado",5
0,- Precio económico.- Indispensable para la cocina.-También se puede usar para eliminar oxido.,5
0,"Llegaron en perfectas condiciones, empaque cerrado y sin derrames.",5
0,"Es vinagre, cumple con lo prometido",5
0,Sin detalles en la compra,5
0,Bien,5
0,Buen producto y buen embalaje.,5
0,"Muy bueno, aunque en tienda puedes encontrarlo más barato, te ahorra el ir la ida al super",5
0,Lo uso para ensaladas,5
0,"La verdad es que yo no lo uso para la comida, si no estético.Lo usé en mi cabello en toda la noche y me quedo super brilloso después de lavarlo y suave.Mi cabello es muy reseco natural, la verdad no huele a nada.el empaque me llegó bien sellado!!! sin duda lo vuelvo a comprar",5
0,"Me gusto el sabor ( no es muy intenso pero aporta un sazón rico ala comida: como mariscos en ensaladas o freír )Lo malo es que no es muy práctico para abrirlo , tal vez pudieran en mejorar en ese aspecto ( cuando lo abri se me cayo como la mitad del frasco x que se resbala",4
0,"Por la relación - precio es una buena oferta. El producto es muy bueno, buen sabor.Asimismo sé que sirva incluso para tratamientos de pelo y piel (tatuajes).Para efectos de cocinar, sirve para suplir los aceites tradicionales.",5
0,"El aceite de coco tiene un sabor muy particular, que dista de ser auténtico o aromático (hierbas). Sugiero buscar otras opciones.",2
0,Acostumbro usar aceite de coco y este es uno de los mejores c que he comprado en sabor y calidad,5
0,"Super buen aceite y el olor no es nada fuerte, lo use para hacer mi crema para evitar estrias y me salio muy bien",5
0,Llego rápido estaba en su forma liquida lo puse en la nevera y se volvio a endurecer. Muy agradable el aroma con un poquito rinde mucho el frasco es de vidrio asi que cuidado al abrirlo,5
0,"No lo e usado para cocinar, lo uso en el cabello y lo siento hidratado y con más brillo.",5
0,"Entrega puntual, la consistencia que tiene se me hace perfecta para aplicar en mi rostro, me deja el cutis súper! lo recomiendo!",5
0,Lo quería para la piel y la descripción decía que también tenía ese uso y me dio asco el aroma,1
0,"Lo compré para mi mamá que tiene problemas por una embolia que le dió hace 20 años.Al tener ácido laúrico restablece las conexiones nerviosas del cerebro, no se va a aliviar mi mamá nunca, pero esto le ha dado una vida digna por que le permite estar más tranquila y coordina mejor su mente. Le permite restablecer su sistema nervioso.Puntualizo que yo también lo tomó y me provee energía y ayuda a tener una mente tranquila y estable. me tomo una cucharada cada tercer día. al raz. sabe feo sólo pero es lo de menos.Si se usa para cocinar, se consume mucho menos que aceite común, por que la comida se pega casi nada o nada. Recomendable. mucho.",5
0,"Me gustó mucho, lo uso para cocinar, los alimentos no se pegan nada en mis sartenes viejitas.Veo que hay gente que usa el aceite de coco para la cara, si es para desmaquillar sugiero limpien perfectamente bien su cara después de usarlo. Pero definitivamente NO se recomienda su uso de esta manera, al menos que sea fraccionado' o sea procesado especialmente para rostro. Es comedogénico nivel 4, o sea altamente obstructor de poros pues sus moléculas son muy grandes y pesadas para abosorberse, mi dermatóloga me explicó esto, pero se puso muy de moda y la gente lo usa en su cara, a muchas no les va mal pero a muchas otras personas les sacó brotes. Es fácil investigar sobre esto, hay muchas paginas de expertos es dermatología y cosmética que lo explican.",5
0,"Lo compré para mi piel y cabello. Ya que está muy seco en mexico(soy extranjera), mi piel se reseca y se parte..he probado varías cremas y aceite corporal/facial, pero este aceite de coco me sirvió mucho más que cualquiera. Los talones se curaron, ya no los tengo partidos. Cara suave mejor arrugas. Cabello suave y con brillos pero no deja grasoso.Me encantó mucho y aroma muy rica de coco!",5
0,"Muy buena calidad y consistencia, ya lo he usado varias veces. Sirve muy bien para la piel y el cabello.Si lo usas a largo tiempo en el cabello, suele oscurecer un poco el tono del mismo, pero lo hace más manejable.Lo uso en la piel del cuerpo para hidratarla, ya que la cremas no me van muy bien. Antes de usarlo mi piel era muy reseca y más en invierno se agrietaba incluso llegando abrirse. Con el uso del este aceite ya no tengo más problema de resequedad, comezón, la piel se siente suave y con el uso a mediano plazo va ayudando a desvanecer manchas que no sean muy difíciles.",5
0,"Tenía mis dudas para comprarlo porque creí que el olor sería muy fuerte, pero no, huele rico y discreto, además su textura es muy buena. Con el calor se derrite, pero se puede poner en el refrigerador y vuelve a su textura sólida. Yo no lo uso para cocinar, sino para la piel (en vez de usar crema corporal) e hidrata perfecto. También la uso para mascarillas faciales y para el cabello (lo deja suave y manejable). Es súper barato y vale la pena porque tiene múltiples beneficios.",5
0,"No lo he usado para cocinar pero lo uso para hidratar mi cabello, tengo un cabello muy seco y que hace mucho frizz, pero en las mañanas con un poquito de aceite que me extienda por él y una cepillada rápida sin suficientes para que se vuelva mucho más suave, maleable y no se enrede, sólo hay que cuidar no pasarse porque un poco de más y te va a quedar grasoso el pelo todo el día.",5
0,"Me encantó con el hago mis palomitas de maíz en forma orgánica panecito y galletas y huevos estrellados en fin hasta en el café en vez de azúcar,aunque este no la endulza le baja lo amargo y combinados es dietético no huele ni sabe mal no lo cambio por otro y compro el paquete de 5",5
0,El aceite tiene un excelente sabor y no cambia los de los alimentosSolo que a mi me gusta más usarlo para pescado y mariscos,5
0,"Es un buen producto, lo utilizo para el cabello pero algo que me dió curiosidad es que no huele a nada, y cierto tiene un sabor a coco muy suave pero realmente no huele a nada, no se siente su olor eso me confundio un poco, estaré probando el producto pero ese niño aroma me sorprendió de mala manera pensé que oleria a coco",4
0,"Es la primera vez que lo compro porque nunca lo había usado. Se ha vuelto multi usos. Buenísimo. El empaque bien, llegó rápido con prime y en perfectas condiciones. Lo volveré a comprar cuando se me acabe.",5
0,"En mi localidad es difícil conseguir este aceite por su escasa distribución y su demanda. Afortunadamente lo encontré aquí, en una versión mucho más conveniente en cantidad y precio. Va a ser una compra recurrente con seguridad.",5
0,"Es de aroma fuerte pero en la comida no de siente tanto, para mí, está en su punto",5
0,Buen sabor y buena calidad.la cantidad del líquido para mi es ideal ya que es difícil en mi ciudad conseguirlo .,5
0,En cuanto al envió viene bien protegido. Buena relación calidad-precio.,5
0,"Muy buen sabor, mucho más económicos que los de origen oriental y el mismo sabor.",5
0,Mucho mejor precio que en supermercados,5
0,"Me encanta este aceite , le da un sabor muy especial a las carnes y pescados",5
0,Delicioso!!!! Muy rico en ensaladas!!!!,5
